ref_id_side,route,count
23717036L,3201,5
23717036R,3201,5
23717121L,5203,2
23717121R,5203,5
23717122L,5203,2
23717122R,5203,3
23717123L,5203,1
23717123R,5203,5
23717200L,5203,2
23717200R,5203,2
23717275L,5203,8
23717275R,5203,8
23717347R,4201,2
23717451R,3202,4
23717452R,3202,5
23717455R,3202,1
23717457R,3202,8
23717498R,3201,11
23717499R,3201,6
23717612L,5202,4
23717612R,5202,2
23717613L,5202,9
23717613R,5202,10
23717699R,4201,24
23717734L,2203,6
23717734R,2203,6
23717830L,4202,2
23717830R,4202,1
23717983L,5203,8
23717983R,5203,5
23717996L,3201,1
23717996R,3201,2
23718032L,3202,11
23718032R,3202,4
23718062L,2203,12
23718062R,2203,9
23718092L,5201,7
23718092R,5201,7
23718101L,4203,1
23718102L,4203,5
23718102R,4203,5
23718105L,2202,3
23718105R,2202,4
23718106L,2202,5
23718106R,2202,4
23719775L,4201,6
23719775R,4201,41
23719828R,4201,12
23719829L,3201,4
23719830L,3201,2
23719831L,3201,1
23719831R,3201,3
23719832R,3201,2
23719833L,3201,1
23719833R,3201,4
23719834L,3201,6
23719834R,3201,5
23719840R,4202,1
23719841R,4202,15
23719842L,4202,4
23719842R,4202,8
23719845L,4202,13
23719845R,4202,7
23719929R,5203,2
23719930L,5203,1
23719930R,5203,4
23719932L,5203,1
23719933L,5203,5
23719933R,5203,5
23719934L,5203,2
23719934R,5203,1
23719936L,5203,4
23719936R,5203,4
23719937L,5203,2
23719937R,5203,4
23719938L,5203,4
23719938R,5203,8
23719939L,5203,9
23719939R,5203,9
23719941L,5203,10
23719941R,5203,7
23719957L,1203,9
23719957R,1203,8
23719958R,1203,6
23719959L,1203,11
23719959R,1203,5
23719960L,1203,1
23719960R,1203,4
23719962L,3202,1
23719962R,3202,1
23719964L,3203,7
23720009L,3201,9
23720009R,3201,3
23720010R,3201,1
23720013L,2203,1
23720013R,2203,7
23724723L,2201,2
23724723R,2201,3
23724787R,5203,4
23724788R,5203,1
23724789L,5203,5
23724789R,5203,2
23724931R,5202,5
23724937L,5203,1
23724937R,5203,2
23724964L,5202,1
23725121R,4202,2
23725122R,4202,3
23725123R,4202,1
23725229L,3203,8
23725229R,3203,3
23725253L,3201,1
23725255L,3201,1
23725567R,3201,1
23726473L,2201,4
23726473R,2201,5
23726474L,2201,10
23726474R,2201,9
23726868R,4203,1
23726953L,4201,1
23726954R,4201,1
23726956L,5201,5
23726956R,5201,8
23726958L,4203,2
23726958R,4203,4
23727072L,5203,3
23727072R,5203,3
23727073L,3202,2
23727075L,3203,4
23727356L,4203,7
23727356R,4203,8
23728791L,5203,7
23728791R,5203,8
23728792L,5203,9
23728792R,5203,7
23728793L,5203,4
23728794L,5203,3
23728794R,5203,1
23728795L,5203,3
23729039L,5201,2
23729039R,5201,7
23729877L,5202,11
23729877R,5202,7
23729878L,5202,4
23729878R,5202,1
23729879L,5202,3
23730052L,4201,12
23730052R,4201,14
23730053L,4201,8
23730053R,4201,13
23730056L,4201,9
23730056R,4201,12
23730058L,4201,9
23730058R,4201,8
23730059L,4201,3
23730169L,5202,3
23730169R,5202,4
23730173L,3202,3
23730180L,2201,12
23730180R,2201,7
23730184L,5203,8
23730184R,5203,12
23730185L,2201,1
23730185R,2201,3
23730421L,5202,7
23730421R,5202,3
23730422L,5202,3
23730645L,1201,1
23730646L,1201,10
23730646R,1201,3
23731666L,3201,4
23731666R,3201,3
23731670L,2203,4
23731671L,2203,10
23731672L,2203,1
23731672R,2203,6
23732190L,5203,2
23732190R,5203,5
23732191L,5203,6
23732191R,5203,4
23732192L,5203,1
23732192R,5203,2
23732193L,5203,4
23732194L,5203,3
23732194R,5203,4
23732195L,5203,7
23732195R,5203,4
23732196R,5203,5
23732197R,5203,3
23732198L,5203,4
23732198R,5203,3
23732199L,5203,2
23732199R,5203,5
23732433L,5201,5
23732434L,5201,7
23732434R,5201,14
23732435L,5201,7
23732435R,5201,7
23732436R,5201,6
23732437L,5201,2
23732437R,5201,7
23732438L,5201,7
23732438R,5201,8
23735457L,2203,3
23735457R,2203,5
23735458L,2203,5
23735458R,2203,1
23736251L,5202,4
23736251R,5202,4
23736252R,5202,2
23736253R,5202,8
23736254R,5202,11
23736256L,5202,1
23736256R,5202,1
23736259L,3203,4
23736259R,3203,3
23736275L,5202,5
23736275R,5202,2
23736276L,5202,15
23736276R,5202,19
23736277L,5202,2
23736277R,5202,1
23736278L,5202,1
23736279L,5202,2
23736279R,5202,1
23736280L,5202,4
23736280R,5202,8
23736281L,5202,13
23736281R,5202,12
23736282L,5202,16
23736282R,5202,7
23736285L,5202,5
23736285R,5202,13
23736286L,5202,1
23736286R,5202,4
23736323L,5202,5
23736323R,5202,9
23736324L,5202,4
23736324R,5202,5
23736325R,5202,2
23736958L,5201,2
23736959L,5201,4
23736959R,5201,2
23738669L,1202,2
23738669R,1202,2
23738671L,1201,5
23738671R,1201,5
23738674L,4203,15
23738674R,4203,14
23738675L,4203,8
23738675R,4203,8
23738679R,1202,4
23738680L,1202,4
23738680R,1202,2
23738820L,1202,1
23738820R,1202,3
23738821L,1202,2
23738821R,1202,2
23738822L,2203,6
23738824L,2201,11
23738824R,2201,15
23738827L,2201,6
23738827R,2201,5
23738834L,2202,7
23738834R,2202,3
23738835L,2202,19
23738835R,2202,18
23738839L,2201,7
23738839R,2201,6
23738841L,2201,10
23738841R,2201,10
23738842L,2201,7
23738842R,2201,9
23738843L,2201,9
23738843R,2201,12
23738844L,2203,18
23738844R,2203,17
23738845L,2203,3
23738846L,1202,5
23738846R,1202,3
23738847R,1202,3
23738848L,5201,6
23738848R,5201,5
23738850L,5201,5
23738850R,5201,9
23738851L,5201,7
23738851R,5201,7
23738855L,5202,1
23738858L,5203,12
23738858R,5203,12
23738859L,5203,8
23738859R,5203,3
23738860L,5203,8
23738860R,5203,8
23738861R,5203,4
23738862L,5203,7
23738862R,5203,8
23738865L,5203,6
23738865R,5203,3
23738899R,4202,4
23738900R,4202,3
23738901R,4202,3
23738902R,4202,5
23738903R,4202,3
23738904R,4202,2
23738905R,4202,1
23738910L,4202,4
23738911L,4202,5
23738912L,4202,4
23738913L,4202,4
23738914L,4202,4
23738915L,4202,13
23738915R,4202,13
23738916L,4202,5
23738916R,4202,5
23738918L,4202,13
23738921L,4202,16
23738921R,4202,15
23738922L,4202,17
23738922R,4202,15
23738923L,4202,18
23738923R,4202,17
23738924L,4202,6
23738924R,4202,18
23738925L,4202,10
23738925R,4202,9
23738926L,4202,10
23738926R,4202,11
23738927L,4202,9
23738927R,4202,10
23738928L,4202,9
23738928R,4202,9
23738930L,4202,10
23738930R,4202,9
23738932R,4202,1
23738934R,4202,8
23738936L,5202,3
23738937L,5202,1
23738938L,5202,1
23738939L,5202,1
23738942L,5202,7
23738943R,5202,5
23738944R,5202,5
23738945R,5202,4
23738947L,5202,12
23738947R,5202,11
23738949L,5202,12
23738949R,5202,12
23738950R,5202,1
23738952R,5202,2
23738953R,5202,1
23738954L,5202,12
23738954R,5202,5
23738955L,5202,3
23738956L,5202,3
23738956R,5202,1
23738957R,5202,1
23738958L,5202,10
23738958R,5202,10
23738959R,5202,4
23738960R,5202,3
23738961L,5202,11
23738961R,5202,11
23738962L,5202,12
23738962R,5202,12
23738963R,5202,4
23738964R,5202,4
23738965L,5202,2
23738965R,5202,4
23738966L,5202,5
23738966R,5202,4
23738967L,5202,3
23738967R,5202,5
23740613L,5202,7
23740613R,5202,9
23740615L,5202,17
23740615R,5202,25
23740616L,5202,1
23740616R,5202,4
23748340L,3203,1
23748341L,3203,7
23748341R,3203,4
23749160R,4202,6
23752689L,2202,5
23752714L,5201,4
23752714R,5201,3
23752728L,5201,3
23752728R,5201,3
23752729L,5201,4
23752729R,5201,2
23752732L,1202,7
23752732R,1202,4
23752734L,5201,5
23752921L,3201,1
23752928L,3201,9
23752928R,3201,5
23752930L,3203,4
23752930R,3203,5
23752931R,3203,2
23752932L,3203,2
23752932R,3203,3
23752933L,3203,4
23752933R,3203,5
23752934L,3203,5
23752934R,3203,5
23753043L,3203,5
23753043R,3203,5
23753044R,3203,4
23753045L,3203,7
23753045R,3203,8
23753046L,3203,1
23753046R,3203,3
23753049L,3203,5
23753049R,3203,4
23753051R,3203,7
23753062R,4202,3
23753063R,4202,4
23753067R,4202,3
23753069L,4202,6
23753069R,4202,3
23753072R,4202,1
23753073L,3203,5
23753104L,3203,6
23753104R,3203,4
23753106L,3203,1
23753106R,3203,2
23753107R,3203,1
23753108L,4202,11
23753108R,4202,12
23754848L,1201,8
23754850L,1201,3
23754850R,1201,3
23754851L,1201,8
23754851R,1201,7
23754852R,1201,1
23754853L,1201,6
23754853R,1201,6
23754854L,1201,6
23754854R,1201,6
23754855L,1201,2
23756425L,5203,4
23756425R,5203,3
23756426L,5203,6
23756426R,5203,5
23756427L,5203,14
23756427R,5203,12
23756428L,5203,8
23756428R,5203,10
23756429L,5203,5
23756429R,5203,3
23756430R,5203,1
23771150R,4201,1
23771152L,5203,5
23771153R,5203,3
23771211L,3202,10
23771211R,3202,2
23771213L,4201,9
23771277R,3201,3
23771279L,3201,4
23771282L,4201,12
23771282R,4201,9
23771284L,4202,9
23771284R,4202,9
23771287R,3202,1
23771650R,2202,2
23771651R,2202,1
23797263L,1201,4
23797263R,1201,3
23798749L,5201,1
23798749R,5201,3
23798751L,5203,5
23798751R,5203,9
23798754L,5203,4
23798754R,5203,7
23798755R,5203,5
23798757R,2201,5
23837719L,1201,12
23837719R,1201,11
23838615L,1202,1
23838615R,1202,3
23838618L,1202,1
23838620R,1202,3
23841050L,4201,5
23841290L,3203,5
23841290R,3203,4
24520750R,5201,2
24532523L,4203,10
24532523R,4203,11
24532524L,4203,7
24532524R,4203,5
24532553R,1201,3
24532555L,1201,10
24532555R,1201,9
24532557L,1201,1
24532558L,1201,7
24532558R,1201,6
24532559R,1201,5
24532560L,1201,6
24532561R,1201,14
24532562L,1201,2
24532563L,1201,5
24532563R,1201,1
24532564L,1201,1
24532564R,1201,2
24532565L,1201,8
24532565R,1201,2
24532566R,1201,12
24532567L,1201,9
24532567R,1201,2
24532568L,1201,1
24532568R,1201,3
24532569L,1201,2
24532569R,1201,2
24532571L,1201,3
24532571R,1201,5
24532572L,1201,1
24532572R,1201,3
24532573L,1201,1
24532573R,1201,8
24532574L,1201,3
24532574R,1201,1
24532575L,1201,7
24532575R,1201,7
24532576L,1201,5
24532576R,1201,1
24532577L,1201,2
24532577R,1201,9
24552805L,3203,4
24552805R,3203,8
24552807R,3203,1
24552808R,3203,2
24552872R,1202,2
24552873R,1202,1
24556322L,4203,1
24556323L,4203,5
24556323R,4203,4
24562576L,4203,7
24562576R,4203,8
24562581L,4203,8
24562581R,4203,9
24576535R,2203,2
24576540L,2203,1
24576867L,5201,9
24576867R,5201,2
24576869L,5203,3
24576869R,5203,1
24576870L,5203,1
24580813L,3201,3
24580813R,3201,3
24580824L,3201,7
24581445L,5201,5
24602217L,1202,5
24602217R,1202,2
24603034R,1201,2
24608999L,3201,3
24611881R,5202,3
24611882L,5202,3
24611882R,5202,9
24615124L,5202,3
24615124R,5202,3
24615125L,5202,3
24615125R,5202,4
24615138R,5202,10
24615139L,5202,8
24618345L,3201,9
24618346R,3201,6
24618347R,3201,10
24618385R,3201,4
24618386R,3201,4
24618387R,5203,2
24618389L,5203,12
24618389R,5203,8
24618411L,5202,6
24618411R,5202,4
24618413L,5202,10
24618413R,5202,24
24618438L,3201,9
24618439L,3201,8
24618440R,3201,13
24618471L,5202,1
24618472R,5202,4
24618473L,5202,1
24618473R,5202,5
24626845L,2203,3
24626845R,2203,5
24626846L,2203,6
24626846R,2203,13
24626847L,2203,9
24626847R,2203,4
24626848L,2203,5
24626848R,2203,2
24626849L,3202,14
24626849R,3202,12
24626850L,3202,12
24626850R,3202,19
24626851R,3202,1
24626881L,5201,2
24626881R,5201,10
24626882L,5201,5
24626882R,5201,8
24626883L,5203,2
24626883R,5203,1
24626884L,5203,16
24626884R,5203,9
24626894L,5202,9
24632409L,4201,3
24632410R,4201,10
24632428L,4201,10
24632428R,4201,8
24632431R,4201,2
24632432L,4201,4
24632432R,4201,4
24632434L,4201,3
24632435L,4201,4
24632435R,4201,4
24632436L,4201,6
24632437L,4201,4
24632437R,4201,4
28398703L,4201,4
28398703R,4201,3
28399971R,4202,1
28399973L,4202,5
28399973R,4202,5
28400302L,4201,1
28400302R,4201,1
28400310L,4201,4
28400310R,4201,3
28400312L,4201,3
28400312R,4201,4
28400318R,4201,1
28421587L,4202,1
28435681R,1201,1
28472089R,4201,1
28472090L,4201,6
28472093L,4201,6
28472093R,4201,6
28472098L,4201,2
28486323L,1202,4
28486323R,1202,1
28486325L,1202,3
28486325R,1202,6
28486326L,1202,4
28486326R,1202,4
28486771R,3203,3
28486772L,3203,3
28486772R,3203,2
28486867L,1203,8
28486867R,1203,2
28486868L,1203,6
28486868R,1203,5
28486869L,1203,2
28486869R,1203,3
28498223L,1201,29
37827524L,4201,5
37827524R,4201,3
37827526L,1201,18
37830797L,4203,1
37830797R,4203,11
37830798R,4203,3
37831714L,4201,6
37831714R,4201,1
37831715L,4201,15
37831715R,4201,4
37831716L,4201,11
37831716R,4201,6
37831718L,3202,1
37831719L,3202,3
37831719R,3202,7
37831720L,3202,2
37831720R,3202,4
37831721L,3202,5
37831721R,3202,3
37831722L,3202,3
37832839L,1201,6
37832844L,5201,15
37832844R,5201,22
37832845L,5201,6
37832845R,5201,5
37832846L,5201,1
37851243R,4201,3
37851244R,4201,1
37851245L,4201,2
37851245R,4201,1
37851246L,4201,4
37851246R,4201,2
37851247L,4201,1
37851247R,4201,2
37851248L,4201,1
37853293R,1203,4
707426016R,5201,3
707426018L,5201,3
707426018R,5201,3
711399329R,4201,2
711399331L,4201,1
711399331R,4201,1
711399702L,4201,2
711571232L,4201,1
711571238R,4201,1
711571240R,4201,1
711571244L,4201,1
711571245R,4201,1
711571248L,4201,1
711571248R,4201,1
711571251L,4201,1
711571252R,4201,1
711571254L,4201,1
711571255R,4201,1
711571259L,4201,1
711571259R,4201,1
711571260L,4201,1
711571262R,4201,1
711571529L,4201,1
711571531L,4F2A,1
711571531R,4201,2
711571532L,4201,2
711571532R,4201,2
711571533L,4201,1
711571533R,4201,1
711571540L,4201,2
711571540R,4201,2
711571542L,4201,1
711571543L,4201,1
711571543R,4201,1
711571545L,4201,1
711571545R,4201,1
711571546L,4201,1
711571546R,4201,1
711571548L,4201,1
711571549L,4201,1
711571549R,4201,1
711571551R,4201,2
711571554R,4201,4
711571556L,4201,2
711571557L,4201,2
711571559L,4201,1
711571561L,4201,3
711571561R,4201,1
711571563L,4201,3
711571563R,4201,4
711571564L,4201,1
711571566R,4201,1
711571568L,4201,2
711571568R,4201,2
711571569L,4201,1
711571569R,4201,2
711571571L,4201,2
711571571R,4201,1
711571586L,4201,1
711571586R,4201,1
711571588L,4201,1
711571588R,4201,2
711571589L,4201,2
711571589R,4201,2
711571590L,4201,1
711571590R,4201,1
711571591L,4201,1
711571591R,4201,2
711571599R,4201,5
711571601L,4201,1
711571601R,4201,6
716315389L,4201,2
716315389R,4201,5
716315390L,4201,3
716315391L,4201,2
716315391R,4201,2
744212400L,3203,5
744212400R,3203,2
744212401L,3203,1
744212401R,3203,3
744212402R,2202,2
744212404L,2202,14
744212404R,2202,11
755222756L,2203,2
755222758L,2203,1
755222760L,2203,6
755222760R,2203,5
755222761L,2203,1
755222761R,2203,1
755222762L,2203,1
755222762R,2203,1
755222763L,2203,1
755222763R,2203,2
755222764L,2203,1
755222764R,2203,1
755222765L,2203,1
755222765R,2203,1
755222766L,2203,1
755222766R,2203,1
755277059L,4203,8
755277059R,4203,7
755277060L,4203,4
755277060R,4203,1
756035178L,4203,11
756035178R,4203,8
756035179L,4203,4
756035179R,4203,2
759498707R,1201,1
759498708R,1201,1
759498709R,1201,2
759498711L,1201,2
759498712R,1201,2
759498713R,1201,3
759887027L,1201,1
759969374L,3203,2
760116006L,2201,7
760116006R,2201,6
760116007L,2201,4
760116007R,2201,6
760116009L,2201,1
760120224R,3202,1
760305824L,3202,3
760308185L,4202,3
762154603L,2201,2
762154605L,1203,1
762154606L,2201,4
762154607L,2201,1
762162475L,1203,1
762169210R,1203,5
762169991R,2202,1
762169994R,2202,1
762386051L,1203,1
762386054L,2202,1
762386054R,2202,2
762386055L,2202,7
762636495R,5201,4
762636496R,5201,2
762636499L,2201,1
776736238L,5202,2
776736238R,5202,2
779342878L,3202,6
779342878R,3202,1
779342879L,3202,2
782473199L,4203,10
782473199R,4203,10
782473200L,4203,2
782473201L,4203,1
782473201R,4203,1
782473474L,4203,2
782473475R,4203,4
782473476L,4203,3
782473476R,4203,6
782473477L,4203,1
782473479L,4203,2
782473480L,4203,6
782473480R,4203,8
782473481R,4203,5
782473482L,4203,4
782474765L,4201,2
782474766L,4201,2
782620588L,2202,3
782620588R,2202,1
782645611L,4202,1
782645612L,4202,5
782645612R,4202,3
782645613L,4202,6
782645613R,4202,3
782645614R,4202,4
799882104L,1203,4
799882104R,1203,1
802495412L,4201,5
802495413L,4201,1
802495413R,4201,2
802495414L,4201,2
802495414R,4201,1
802495415L,4201,2
802495416L,4201,2
802495416R,4201,1
802495417L,4201,1
802495417R,4201,3
802495418L,4201,1
802495418R,4201,2
802495419L,4201,1
802495419R,4201,2
802495420L,4201,1
802495420R,4201,1
802495421L,4201,1
802495421R,4201,1
802495424R,4201,1
802495425R,4201,1
802495426R,4201,1
802495428L,4201,2
802495428R,4201,1
802495430L,4201,1
802495430R,4201,1
802495431L,4201,2
802495431R,4201,3
802495432L,4201,1
802495432R,4201,2
802495434L,4201,2
802495434R,4201,2
802495435L,4201,1
802495435R,4201,1
802495436L,4201,1
802495436R,4201,2
802495438L,4201,2
802495438R,4201,2
802495439L,4201,1
802495439R,4201,2
802495440L,4201,2
802495440R,4201,2
802495441L,4201,1
802495442L,4201,3
802495442R,4201,1
802495443L,4201,2
802495443R,4201,3
802495444L,4201,1
802495444R,4201,2
802495446L,4201,1
802495446R,4201,2
806766643R,1203,2
806766644L,1203,10
806766644R,1203,13
806766646L,1203,7
806766646R,1203,8
813435507L,3202,1
814210926R,3202,1
814210928R,3202,1
814210929R,3202,2
814210931L,3202,1
814210933R,3202,1
814210934R,3202,1
814210938L,3202,1
814210938R,3202,1
820337998L,5202,1
820338002R,5202,1
820338006L,5202,1
820338006R,5202,1
820338007L,5202,1
820338013R,5202,2
820338019L,5202,1
820338023R,5202,1
820338027L,5202,3
820338027R,5202,1
820833561L,1203,1
820833561R,1203,1
820833566L,1203,1
820833569R,1203,1
820833571L,1203,1
820836501L,1203,9
820879995R,3201,3
820884477L,4201,5
820884477R,4201,8
821240591L,1203,4
821240593L,1203,3
821240594L,1203,1
821240601L,2202,2
821299560L,1203,1
821377106L,1203,3
822402835L,4203,2
822402836L,4203,1
826442505L,4202,1
826442505R,4202,5
826442506L,4202,4
826442506R,4202,8
826443097L,4202,3
826443098L,4202,1
826443100L,4202,2
833362443L,4203,2
833672651L,3201,2
833672653L,3201,4
833672654R,3201,2
833672656L,3201,1
833672657L,3201,2
833675221R,5203,2
833677812R,2201,11
833677862R,5201,2
833678735L,1203,3
833678736L,1203,4
833962466R,2202,4
834052932L,1201,1
834211712R,4201,2
836262054L,5202,3
836262055L,5202,2
836262061R,5202,3
836262088L,5202,2
836262088R,5202,3
836262091R,5202,3
836262092L,5202,1
836262092R,5202,1
836262109L,5202,3
836262109R,5202,8
836262110R,5202,3
836262114L,5202,9
836262114R,5202,7
836262119L,5202,2
836262119R,5202,3
836262120L,5202,1
836266651L,4202,1
841473162L,3203,2
841473162R,3203,1
841473164L,3203,10
841473166L,3203,2
841554334L,3203,1
851224382L,1203,3
851224383L,1203,2
851224383R,1203,2
851224384L,1203,6
851224384R,1203,8
851224385L,3203,2
851224400L,1201,2
851224400R,1201,2
851224401L,1201,7
851224401R,1201,4
851224402L,1201,3
851224402R,1201,1
851224403L,3201,11
851224403R,3201,7
851224408L,3202,1
851224408R,3202,1
851224409L,3202,1
851224410L,3202,3
851224410R,3202,4
851224420L,3203,8
851224420R,3203,7
851224421L,3203,1
851224421R,3203,29
851224423R,3202,2
851224424L,3202,1
851224424R,3202,1
851224427R,3202,4
851224430L,3203,2
851224430R,3203,2
851225978L,4201,1
851225978R,4201,2
851226003L,1202,2
851226003R,1202,2
851226004L,1202,1
851226005L,1202,1
851226007L,5202,4
851226007R,5202,3
851226008R,5202,128
851226023L,4201,2
851226023R,4201,58
851233653L,2202,1
851233653R,2202,3
851233654L,2202,1
851233654R,2202,3
883620815R,1201,2
883743781R,1201,1
884137966L,1201,5
884138820R,1201,1
884138822L,1201,1
884138827L,1201,7
884138828L,1201,5
884138833R,1201,1
884141071L,1201,8
884141072L,1201,3
887932285L,4202,4
887959578L,1202,2
887959581L,1202,1
887959584L,1202,2
887959584R,1202,2
887964570L,3201,5
887964570R,3201,5
887964571L,3201,6
887964571R,3201,5
887964572L,3203,2
887964572R,3201,4
887964573L,3203,8
887964573R,3201,7
887965202R,1202,1
887965203R,1202,1
887967237L,2202,1
888047959R,2202,1
893965445R,1203,1
893965446R,1203,2
910669165R,3203,4
910669166L,3203,2
910669166R,3203,2
913650699L,4201,1
915251533L,5203,2
915251536L,5203,1
915251538L,5203,1
915251538R,5203,7
915251539L,5203,1
915251539R,5203,3
915251540L,5203,4
915251540R,5203,4
915251541L,5203,4
915251543L,5203,3
915251543R,5203,1
915251545L,5203,4
915251545R,5203,2
918146446R,4203,1
925816705L,4202,2
925816707L,4202,6
925816707R,4202,3
925816709L,4202,3
925816709R,4202,5
925816710L,4202,5
925816710R,4202,5
926060229L,3202,1
926060229R,3202,6
926060230L,3202,11
926060230R,3202,6
926060729L,3202,3
926060729R,3203,1
926060730L,3202,6
926060730R,3203,1
926061219L,3201,5
926061219R,3201,2
926061220L,3201,11
926061220R,3201,8
926061252L,3201,2
926061253L,3201,4
926063097L,3202,2
926063097R,3202,1
926063098L,3202,3
926063098R,3202,1
926130459L,4203,2
926130459R,4203,1
926130460L,4203,7
926130460R,4203,5
926130461L,4203,14
926130461R,4203,15
926478312R,4202,1
926711553R,5202,2
926711554L,5202,11
926711554R,5202,15
928065203L,2203,4
928065203R,2203,2
928065204L,2203,5
928065204R,2203,4
928065207L,2201,2
928065207R,2201,3
928065208L,2201,3
928065208R,2201,2
928066715L,5201,3
928066715R,5201,4
928066717L,5203,12
928066717R,5203,12
928066718R,5203,1
928066719L,5203,1
928066719R,5203,1
928066720R,5201,2
928066721L,5201,3
928066721R,5201,5
928066722L,5201,2
928066722R,5201,2
928066723L,5203,1
928066724L,5203,4
928066724R,5203,5
928067622L,5203,4
928067622R,5203,6
928067623L,5203,1
928067623R,5203,4
929724182L,2202,6
929724188L,2202,2
941430544L,5203,1
941430544R,5203,2
941430545L,5203,4
941430545R,5203,5
946022875L,3202,1
946022877L,3203,1
946022877R,3203,1
946022878L,3203,2
946022878R,3203,5
946022888L,3202,1
946022898R,3203,1
946033876R,4202,1
946127370L,1201,3
946127376R,3202,2
946127377L,3202,5
946127379L,3202,4
946127379R,3202,4
946127380L,3202,5
946127380R,3202,7
946127383L,1201,3
946127385L,1201,1
946127386L,1201,1
946127387L,3202,1
946127390L,3202,15
946127390R,3202,18
946136481R,4201,2
946136483L,4202,1
946136495L,3202,4
946136495R,3202,3
946136511R,3202,2
946136512R,3202,2
946136516R,1201,2
946136530L,3202,2
946136530R,3202,2
946136533R,3202,1
946136538R,3202,1
946136539L,3202,3
946136539R,3202,4
946147716R,4202,5
946147717R,4202,3
946147718L,4202,1
946147719R,4202,1
946147727L,4201,18
946147727R,4201,5
946147728L,4201,5
946147728R,4201,5
946147729L,4201,1
946147730R,4201,1
946147736R,4202,2
946155072L,4201,1
946750972L,5203,1
946750973L,5203,1
947238945L,3202,4
947238945R,3202,4
947381794L,5202,1
947381813L,2203,9
947381813R,2203,10
947381814L,2203,4
947381814R,2203,4
947381815L,2203,1
947381815R,2203,1
947381817L,5201,9
947381817R,5201,10
947386349L,2201,2
947386349R,2201,5
947386350L,2201,1
947386350R,2201,1
947386351L,1202,1
947386353L,2202,2
947386353R,2202,3
947386354L,2202,5
947386354R,2202,7
947386355L,2201,5
947386355R,2201,3
947386356L,2201,2
947386357L,2202,1
947386358L,2202,1
947386359L,2201,2
947386360L,2201,2
947386360R,2201,1
947386363L,2201,4
947386364L,2201,5
947386366L,2202,1
947386366R,2202,4
947386371L,2202,6
947386371R,2202,4
947386372R,2202,3
947406148L,1203,6
947406149L,2202,2
947406151R,1203,1
947406152L,1203,3
947406152R,1203,1
947406155L,1202,1
947406156L,1202,2
947411928L,4203,2
947411928R,4203,10
947411931L,4203,1
947411931R,4203,1
947413051L,5202,3
947413051R,5202,2
947413052L,5202,3
947413054R,5202,1
947413056L,5202,3
947413056R,5202,1
947413061R,5202,1
947415326L,2202,5
947415326R,2202,2
947416432L,2202,4
947418110R,3203,1
947418120R,3202,4
947418123L,1201,4
947418123R,1201,4
947499401R,1202,1
947507865L,1203,2
947507865R,1203,3
947507866R,1203,1
947507867R,4201,1
947507870L,1203,4
947507870R,1203,1
947509085L,1201,3
947509086R,1201,7
947509093R,1201,2
947509094L,1201,2
947509094R,1201,4
947513386R,3201,3
947513387R,3201,1
947513410L,3201,1
947513410R,3201,3
947513411R,3201,2
947521442L,2203,5
947521442R,2203,3
947521443L,2203,10
947521443R,2203,8
947534699L,1202,3
947534700L,1202,1
947534703L,1202,1
947534704L,1202,1
947534705L,2202,4
947534705R,2202,6
947534706L,2202,3
947534706R,2202,4
948447635L,4202,3
948455330R,4201,10
948477148L,5203,1
948477162L,5203,7
948477162R,5203,5
948477163L,5203,1
948477163R,5203,2
948477176L,5201,2
948477177L,5201,2
948477181R,5203,1
948477951L,5201,6
948477951R,5201,5
948477952L,5201,2
948477952R,5201,2
948477959L,5201,1
948477959R,5201,2
948477960L,5201,3
948477960R,5201,4
948477961R,2201,3
948477962R,2201,2
948489514L,3202,3
948489515L,3202,2
948489515R,3203,1
948489516L,3203,2
948489516R,3201,1
948489518L,3202,3
948489518R,3202,3
948489519L,3202,1
948489519R,3202,2
948489520L,3203,4
948489520R,3203,6
948489521L,3203,4
948489521R,3203,4
948491509L,3201,5
948491509R,3201,7
948491510L,3201,2
948491515L,3201,1
948491515R,3201,6
948491516L,3201,3
948491516R,3201,8
948492326L,2201,6
948492326R,2201,5
948492327L,2201,1
948492327R,2201,1
948492328L,2203,5
948492328R,2203,4
948492329R,2203,1
948492330R,2201,3
948492331L,2201,1
948492331R,2201,3
948495910R,1203,1
948495911R,1203,3
948499458L,1203,5
948499458R,1203,5
948499459L,1203,3
948499459R,1203,3
949995786R,2202,1
950105994L,1202,1
950105994R,1202,3
950105995R,1202,1
954389112R,5203,1
954390778L,5201,1
954390778R,5201,1
954390780L,5201,4
954390780R,5201,5
954889464L,4202,7
954889464R,4202,3
955283810L,4201,5
955283811L,4201,3
955283814L,4201,1
955283817L,4202,1
955283817R,4202,2
956713134L,5203,3
957186587L,5203,1
957186588L,5203,1
957186588R,5203,1
957186589L,5203,1
957186589R,5203,1
957186590L,5203,1
957186590R,5203,1
957186591L,5203,2
957186591R,5203,1
957186592L,5203,3
957186593L,5203,1
957186593R,5203,1
957186595L,5203,1
957186595R,5203,1
957186596L,5203,1
957186596R,5203,1
957186597R,5203,2
957186598L,5203,1
957186598R,5203,2
957186599L,5203,1
957186599R,5203,1
957186600L,5203,1
957186600R,5203,1
957189758L,5203,1
957189758R,5203,1
957189759R,5203,1
958146256L,3202,1
958377779L,3201,10
958377779R,3201,9
958377780L,3201,5
958377780R,3201,4
958377787L,3201,5
958377787R,3201,4
958377788L,3201,4
958377788R,3201,3
958594576L,3202,7
