Id2,Population,MedHHInc,studio,bed1,bed2,bed3,bed4,bed5,med_age,Vacant,HH1,HH2,HH3,HH4,HH5,HH6,HH7,AvgHHSize,AvOwnHHsize,AvRenHHsize,TotalHH,OwnerHH,RenterHH,R100,R150,R199,R249,R299,R349,R399,R449,R499,R549,R599,R649,R699,R749,R799,R899,R999,R1249,R1499,R1999,R2499,R2999,R3499,R3500plus,White,AfAm,NatAm,Asian,Hawaiin,Other,Inter,Total_Bachelors,STEM,STEM_rel,Business,Education,Humanities,Total_HH,FamHH,NonFM,NoFamAloneHH,DetachUnit,AttachUnit,TwoUnits,Units_3_4,Units_5_9,Units_10_19,Units_20_49,Units_50plus,UnitMobile,Unit_Other,HouseYear
60855001001,932,59118.0,14,12,204,19,37,0,27.2,0,86,67,69,16,0,0,48,3.1,3.02,3.15,888,290,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,43,0,57,15,0,0,0,310,0,0,112,0,500,10,192,88,0,38,0,66,286,174,112,86,185,17,0,15,43,26,0,0,0,0,1948
60855001002,1936,110714.0,0,64,251,320,29,0,33.7,0,142,135,157,211,19,0,0,2.84,2.21,3.28,1883,607,1276,0,0,0,0,0,0,0,0,17,0,0,0,0,0,12,49,0,46,97,71,49,0,48,0,397,18,12,727,0,717,65,573,368,0,98,14,93,664,436,228,142,189,269,61,114,16,15,0,0,0,0,1968
60855001003,2620,62730.0,0,12,321,197,18,13,26.9,0,79,65,33,85,152,49,98,4.67,4.22,5.0,2620,999,1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,137,161,14,0,0,0,731,0,0,403,0,1418,68,360,127,81,84,17,51,561,364,197,79,273,75,84,0,0,47,82,0,0,0,1986
60855001004,2336,85648.0,17,190,390,244,108,24,34.1,89,289,296,67,114,67,24,27,2.64,2.43,2.76,2336,760,1576,0,35,0,0,17,0,0,0,0,0,0,0,17,0,0,0,0,90,136,58,107,34,47,0,755,150,22,559,0,756,94,710,387,0,122,10,191,884,512,372,289,287,176,77,93,52,0,66,222,0,0,1999
60855002001,1568,103265.0,12,112,267,124,26,0,30.6,15,171,108,71,175,1,0,0,2.71,3.2,2.43,1424,611,813,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,22,26,73,96,42,9,0,0,796,43,50,212,63,154,250,523,309,12,30,12,160,526,256,270,171,298,16,79,40,59,0,12,37,0,0,1947
60855002003,1711,62067.0,86,239,257,41,0,26,36.9,34,229,95,142,94,29,0,26,2.78,4.34,2.36,1711,573,1138,0,0,0,0,0,0,0,0,0,0,0,0,26,47,0,61,0,113,116,96,0,14,0,0,812,83,0,250,0,376,190,295,138,37,38,11,71,615,291,324,229,119,63,0,65,266,88,38,10,0,0,1963
60855002004,2296,99821.0,51,400,362,184,36,15,29.2,44,496,241,107,55,36,69,0,2.29,1.68,2.5,2296,440,1856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,112,275,148,139,24,0,895,88,29,629,0,602,53,964,543,28,153,13,227,1004,159,845,496,137,76,31,15,137,13,166,473,0,0,1998
60855003001,553,30625.0,0,48,88,0,13,0,37.3,7,73,8,26,29,6,0,0,2.2,2.15,2.22,312,88,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,24,48,0,0,0,0,0,265,65,7,54,0,35,127,53,32,0,0,0,21,142,61,81,73,54,18,42,26,9,0,0,0,0,0,1956
60855003002,3237,114904.0,67,338,534,262,139,28,35.4,46,313,647,164,104,58,0,36,2.45,2.39,2.51,3237,1628,1609,0,9,0,0,0,0,0,0,0,0,0,0,0,0,18,8,0,50,52,111,108,172,102,0,1865,215,20,726,0,202,209,1606,594,159,332,61,460,1322,623,699,313,422,302,14,55,120,45,8,402,0,0,1997
60855004001,1450,54489.0,52,228,203,88,29,16,31.5,23,252,154,58,73,50,6,0,2.33,2.6,2.25,1379,315,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,27,133,135,107,28,13,0,0,799,54,6,88,5,366,132,323,119,10,47,17,130,593,296,297,252,203,56,50,50,73,99,64,21,0,0,1957
60855004002,967,86071.0,6,106,70,97,88,50,40.4,13,135,140,77,33,11,0,8,2.39,2.87,1.86,967,612,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,16,41,53,30,7,0,0,764,6,22,115,0,17,43,464,228,23,70,13,130,404,226,178,135,294,15,0,14,23,26,24,21,0,0,1953
60855005001,1141,142642.0,28,71,90,113,129,24,48.4,0,78,198,118,61,0,0,0,2.51,2.71,1.91,1141,923,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,28,31,14,22,0,0,0,884,17,0,151,0,0,89,484,280,9,57,23,115,455,340,115,78,382,14,0,0,24,35,0,0,0,0,1944
60855005002,2011,150795.0,0,102,240,286,79,12,41.3,45,104,168,164,179,48,11,0,2.98,3.01,2.9,2011,1529,482,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,41,0,37,0,33,12,0,19,11,1166,0,0,399,0,260,186,697,343,37,82,39,196,674,543,131,104,417,174,18,0,15,19,22,54,0,0,1946
60855005004,897,101602.0,16,39,113,182,26,50,45.6,18,86,227,52,37,6,0,0,2.2,2.31,2.05,897,541,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,14,0,25,64,0,18,0,656,35,0,151,0,33,22,502,241,12,116,7,126,408,251,157,86,301,0,0,63,17,0,29,16,0,0,1951
60855005005,889,142917.0,9,0,32,130,94,0,61.9,0,60,115,74,16,0,0,0,2.27,2.2,2.68,602,492,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,11,0,13,0,0,0,580,26,6,119,0,34,124,429,146,62,83,15,123,265,198,67,60,218,19,0,19,0,9,0,0,0,0,1956
60855006001,2999,71203.0,102,668,490,219,16,11,33.2,12,678,536,149,93,14,5,19,1.94,2.6,1.82,2898,610,2288,0,0,13,12,44,98,0,12,0,13,0,47,0,14,0,79,45,140,184,115,217,171,12,43,1485,130,28,668,0,348,340,1460,719,52,202,36,451,1494,496,998,678,248,30,49,34,52,130,221,742,0,0,1987
60855006002,1328,161597.0,0,40,62,194,160,15,40.6,0,115,159,125,34,0,0,38,2.82,3.15,1.98,1328,1067,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,14,0,51,0,27,0,0,855,182,0,35,0,71,185,494,189,15,76,0,214,471,329,142,115,366,0,14,65,26,0,0,0,0,0,1939
60855006003,838,112011.0,0,108,118,155,36,18,46.8,36,164,127,53,40,15,0,0,2.1,2.04,2.21,838,548,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,10,0,21,15,0,0,744,0,47,35,0,12,0,375,134,0,24,0,217,399,212,187,164,319,12,0,0,19,25,60,0,0,0,1939
60855008001,1408,108750.0,73,476,447,22,0,8,39.2,179,392,391,64,0,0,0,0,1.63,1.56,1.68,1384,478,906,0,13,0,31,46,0,22,27,0,8,0,0,0,0,0,0,12,7,15,19,61,134,110,35,733,50,0,479,0,105,41,977,561,40,126,69,181,847,370,477,392,7,9,25,46,0,14,100,825,0,0,2004
60855008002,2275,61146.0,148,236,389,146,22,36,34.0,60,317,296,159,13,100,13,19,2.48,2.8,2.31,2275,875,1400,0,0,0,0,0,23,0,39,0,0,32,0,7,25,0,13,0,97,128,128,37,67,0,0,1328,98,13,327,0,415,94,726,387,69,87,0,183,917,467,450,317,282,92,8,48,16,55,91,385,0,0,1984
60855009012,3244,85231.0,292,911,561,28,16,0,29.8,131,786,596,171,47,68,9,0,1.91,1.71,1.96,3206,580,2626,0,0,6,0,12,7,28,10,0,0,0,0,0,13,29,63,20,109,247,337,247,117,34,9,1057,274,0,1477,9,346,81,1520,850,105,288,28,249,1677,570,1107,786,9,29,11,212,72,80,186,1199,10,0,1995
60855009022,5208,30000.0,11,81,138,21,5,0,19.8,0,40,63,68,66,19,0,0,3.11,3.63,3.08,797,58,739,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,11,20,73,57,38,25,0,0,0,2286,447,19,1595,20,329,512,229,130,13,18,0,68,256,85,171,40,33,0,9,22,77,105,10,0,0,0,1970
60855010001,1296,44417.0,28,106,122,160,44,15,30.7,50,67,154,119,14,54,0,17,3.05,2.6,3.21,1296,286,1010,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,69,50,60,29,76,0,0,0,0,665,0,0,242,0,373,16,206,102,22,43,39,0,425,358,67,67,248,22,75,40,77,13,0,0,0,0,1939
60855010002,626,56591.0,35,163,98,45,17,0,34.4,0,189,130,7,32,0,0,0,1.71,2.41,1.33,611,301,310,0,0,0,13,0,0,0,0,0,0,0,0,0,17,0,0,40,0,34,87,29,13,0,0,423,53,0,80,20,50,0,270,159,0,61,0,50,358,98,260,189,24,32,32,76,60,37,43,54,0,0,1969
60855010003,781,19089.0,208,184,101,0,0,13,45.5,73,296,87,14,0,0,36,0,1.8,1.71,1.81,781,48,733,0,0,0,14,73,13,13,76,0,13,0,0,11,0,34,0,14,0,0,54,50,26,14,0,178,51,0,252,0,32,268,207,151,14,17,15,10,433,97,336,296,0,13,0,0,14,169,36,274,0,0,1981
60855010004,1080,34469.0,64,343,69,13,0,0,42.2,0,249,126,60,14,40,0,0,2.01,1.43,2.04,984,33,951,0,0,0,41,0,0,0,15,0,14,29,0,0,0,65,0,0,210,44,48,0,0,0,0,517,70,0,96,0,285,112,88,45,0,28,15,0,489,195,294,249,68,0,29,82,93,39,0,178,0,0,1958
60855010005,864,57333.0,0,67,174,0,15,36,24.6,0,49,114,46,47,24,12,0,2.96,4.83,2.66,864,193,671,0,0,0,0,0,0,0,0,0,0,0,27,0,0,20,34,24,40,19,30,34,0,24,0,253,0,0,292,0,289,30,233,128,39,43,0,23,292,93,199,49,122,11,14,56,81,8,0,0,0,0,1939
60855011011,2455,73667.0,179,327,408,68,66,11,36.9,19,407,346,81,199,0,2,5,2.18,2.22,2.17,2269,376,1893,0,0,0,0,7,5,24,0,9,106,9,50,0,0,35,7,10,49,156,188,106,25,0,0,956,330,29,550,10,438,142,750,332,40,74,48,256,1040,349,691,407,91,35,89,64,135,198,105,342,0,0,1976
60855011012,2112,66311.0,170,268,363,83,15,11,35.0,6,301,321,129,91,25,26,11,2.34,2.62,2.27,2112,456,1656,0,0,0,0,7,0,8,0,0,0,40,47,0,15,6,40,59,88,28,84,163,54,91,0,931,98,0,509,0,490,84,675,338,25,109,9,194,904,509,395,301,174,132,79,79,30,118,123,175,0,0,1993
60855011021,1053,98787.0,0,0,168,195,40,6,46.2,24,103,137,49,40,29,21,6,2.71,2.54,3.33,1044,758,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,6,0,26,9,0,0,2,582,47,0,64,0,184,176,235,155,15,10,0,55,385,240,145,103,400,9,0,0,0,0,0,0,0,0,1953
60855011022,2138,51944.0,10,81,133,274,72,0,30.8,46,73,115,35,146,59,53,43,4.08,3.69,4.71,2138,1191,947,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,7,36,20,84,34,0,0,0,1154,19,0,181,0,713,71,136,82,0,0,12,42,524,372,152,73,379,108,83,0,0,0,0,0,0,0,1939
60855011023,1756,101442.0,0,69,108,235,24,34,39.0,0,127,98,26,98,46,17,58,3.74,3.6,4.01,1756,1123,633,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,9,10,17,16,39,34,0,7,0,898,52,0,115,0,415,276,313,91,29,78,0,115,470,303,167,127,357,44,9,51,9,0,0,0,0,0,1939
60855012001,998,117039.0,0,15,143,60,33,0,33.1,0,7,73,60,85,0,0,26,3.9,4.35,3.55,979,478,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,46,29,7,0,0,0,302,0,12,160,0,483,41,170,122,18,0,0,30,251,236,15,7,195,6,42,0,0,0,8,0,0,0,1939
60855012002,1633,71333.0,0,107,213,135,27,0,35.2,56,23,111,117,81,23,15,56,3.83,3.77,3.87,1633,595,1038,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,79,72,77,26,0,0,0,1009,78,0,205,0,232,109,274,138,9,45,0,82,426,350,76,23,284,144,45,0,9,0,0,0,0,0,1939
60855012004,868,73750.0,8,36,136,131,23,18,30.7,56,67,95,41,50,28,15,0,2.93,3.64,2.58,868,360,508,0,0,0,0,0,0,9,0,0,11,0,0,0,0,12,6,9,41,53,29,19,8,0,0,408,54,73,145,0,167,21,146,68,35,0,7,36,296,160,136,67,251,61,23,8,9,0,0,0,0,0,1939
60855013001,622,122344.0,0,76,20,62,30,19,49.1,30,31,86,29,0,11,0,20,3.51,4.44,1.66,622,524,98,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,8,7,17,8,0,0,0,0,479,10,0,64,0,61,8,244,98,0,66,26,54,177,108,69,31,110,0,0,26,53,18,0,0,0,0,1949
60855013002,542,133393.0,0,0,46,131,40,6,45.8,26,45,94,23,4,31,0,0,2.46,1.96,5.13,485,326,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,314,24,159,24,0,0,21,174,82,16,10,7,59,197,145,52,45,223,0,0,0,0,0,0,0,0,0,1939
60855013003,1998,41389.0,60,112,153,180,21,10,23.4,0,86,209,100,51,81,9,0,3.03,2.76,3.12,1624,362,1262,0,0,0,0,0,0,0,0,28,0,0,8,0,0,0,0,45,120,73,89,37,0,5,0,848,248,11,401,0,358,132,300,125,22,49,20,84,536,191,345,86,165,7,0,86,115,113,50,0,0,0,1956
60855013004,1413,104722.0,29,30,47,60,56,46,32.2,40,38,42,77,28,29,14,0,3.32,3.57,3.13,757,350,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,8,7,65,25,0,9,0,980,78,14,199,19,25,98,345,136,19,32,15,143,228,114,114,38,162,18,7,23,0,7,29,22,0,0,1939
60855014011,2799,44015.0,42,440,283,44,8,0,29.8,11,143,174,156,135,119,46,33,3.42,3.42,3.42,2757,680,2077,10,0,4,25,0,4,9,0,0,9,0,4,0,0,0,0,22,181,185,113,26,0,0,0,934,95,13,309,0,1394,54,181,54,34,28,21,44,806,624,182,143,118,81,5,34,68,160,189,162,0,0,1980
60855014012,727,44226.0,20,38,83,78,4,8,39.1,0,60,52,72,16,13,8,10,3.0,2.85,3.16,693,339,354,0,0,0,0,0,0,4,4,0,8,0,0,0,0,0,16,22,15,8,35,0,0,0,0,336,29,0,107,0,218,37,108,34,0,0,18,56,231,160,71,60,164,14,19,14,4,16,0,0,0,0,1939
60855014021,1253,42216.0,16,92,191,98,29,0,38.5,0,111,91,117,50,36,11,10,2.94,2.97,2.93,1253,413,840,0,0,0,0,0,0,0,0,6,6,12,0,0,0,10,0,33,85,107,28,0,0,0,0,563,21,5,108,42,509,5,87,74,6,7,0,0,426,264,162,111,207,29,6,66,50,49,13,0,6,0,1958
60855014022,2032,64620.0,14,45,278,108,40,6,31.9,0,78,85,76,71,100,21,60,4.14,3.56,4.42,2032,570,1462,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,12,35,87,51,118,6,5,0,6,966,28,0,228,0,795,15,208,63,39,51,0,55,491,366,125,78,178,71,14,72,62,20,69,0,5,0,1956
60855015011,2409,51176.0,0,104,241,210,107,0,31.8,0,31,170,194,93,111,42,21,3.64,3.23,4.16,2409,1195,1214,0,0,0,0,0,0,0,0,0,8,0,0,23,0,0,27,0,27,93,108,0,6,0,0,519,35,0,902,0,947,6,327,186,47,22,21,51,662,540,122,31,230,187,0,0,47,18,0,0,180,0,1976
60855015012,2461,37826.0,131,85,274,119,51,0,26.4,0,159,103,155,44,57,60,82,3.73,3.66,3.76,2461,725,1736,0,0,0,0,18,31,0,0,0,0,0,0,0,20,0,27,7,196,52,104,7,0,0,0,758,21,0,346,9,1216,111,108,34,7,49,0,18,660,432,228,159,184,16,52,40,56,87,41,99,0,85,1973
60855015021,1898,64722.0,9,72,263,106,52,0,34.9,0,126,72,101,36,88,25,54,3.67,3.4,3.93,1843,826,1017,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,99,109,18,24,0,0,0,757,0,17,42,0,1030,52,119,29,11,52,10,17,502,333,169,126,263,210,29,0,0,0,0,0,0,0,1945
60855015022,2711,62303.0,46,37,224,84,275,30,31.3,17,45,131,196,119,58,90,40,3.99,3.11,5.02,2711,1136,1575,0,0,0,0,8,0,0,0,0,0,0,0,13,0,27,0,23,49,117,20,0,11,38,8,954,103,0,710,0,842,102,373,182,21,51,28,91,679,602,77,45,370,19,0,203,23,0,0,17,64,0,1975
60855016002,734,48472.0,60,174,122,15,0,30,29.0,0,196,154,36,15,0,0,0,1.83,2.0,1.82,734,34,700,0,0,0,0,0,0,0,0,0,0,0,15,0,30,14,0,45,173,51,41,0,0,0,0,495,0,15,49,0,160,15,238,137,0,10,45,46,401,190,211,196,77,38,36,15,121,114,0,0,0,0,1942
60855016003,1847,30417.0,180,265,184,94,43,0,24.6,100,243,129,87,99,108,0,0,2.68,2.27,2.71,1786,84,1702,39,0,0,0,0,0,0,0,0,33,0,0,0,0,0,31,101,133,159,117,0,0,0,0,379,226,0,334,0,828,80,337,147,0,135,0,55,666,277,389,243,110,0,16,59,165,235,151,30,0,0,1958
60855016004,1965,58835.0,17,126,358,221,78,38,25.4,38,305,232,141,70,14,0,38,2.46,1.65,2.84,1965,427,1538,0,0,0,0,0,0,0,0,0,0,12,0,66,0,0,0,63,54,17,188,128,0,13,0,1310,97,0,185,218,41,114,599,339,17,127,10,106,800,211,589,305,333,122,12,13,105,162,91,0,0,0,1947
60855016005,1681,71311.0,98,70,92,131,36,48,33.5,40,149,106,54,9,42,0,75,3.5,4.08,3.21,1523,591,932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,38,43,55,39,83,0,0,512,39,32,175,48,743,132,245,106,39,17,30,53,435,204,231,149,145,41,21,59,179,14,0,16,0,0,1939
60855017001,495,132857.0,11,79,47,95,9,10,34.9,31,61,76,73,10,0,0,0,2.25,2.34,2.23,495,110,385,0,0,0,0,9,0,10,0,0,0,11,0,0,0,0,0,0,21,18,27,21,21,35,0,404,45,0,24,12,10,0,235,126,31,21,10,47,220,115,105,61,76,10,21,40,0,56,23,25,0,0,1999
60855017003,2399,38443.0,51,238,172,98,26,19,24.5,20,75,148,62,85,98,59,57,4.11,3.97,4.13,2399,349,2050,33,0,9,0,0,0,0,0,0,0,0,0,0,0,0,43,50,123,42,135,49,4,0,0,625,0,39,60,0,1624,51,38,29,0,0,9,0,584,490,94,75,197,22,28,153,75,95,26,0,8,0,1953
60855017004,1470,39727.0,20,56,187,81,35,0,30.3,19,43,64,14,137,28,61,13,4.0,2.5,4.37,1441,175,1266,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,8,0,67,31,63,69,28,0,0,761,0,10,23,0,627,49,81,32,6,9,0,34,360,285,75,43,154,75,52,38,20,40,0,0,0,0,1946
60855018001,1433,93750.0,0,15,177,186,44,12,33.3,0,78,119,11,176,32,18,0,3.28,3.19,3.54,1425,1018,407,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,19,15,31,18,0,0,7,694,0,0,162,142,271,164,345,201,7,24,23,90,434,299,135,78,335,70,29,0,0,0,0,0,0,0,1946
60855018002,1477,85969.0,0,110,149,96,102,0,36.3,48,42,150,32,64,77,18,26,3.61,3.17,4.3,1477,785,692,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,7,38,50,18,26,0,0,0,439,0,0,37,0,975,26,173,85,20,41,8,19,409,341,68,42,293,32,78,0,38,0,16,0,0,0,1955
60855018003,1242,96630.0,0,48,149,150,57,30,39.6,0,128,131,73,31,57,14,0,2.86,3.21,2.09,1242,958,284,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,31,4,0,0,769,6,51,26,19,197,174,288,163,16,33,10,66,434,252,182,128,379,0,34,0,8,13,0,0,0,0,1939
60855018004,1169,100556.0,10,109,116,147,66,32,39.8,20,145,168,41,34,50,8,14,2.54,2.67,2.35,1169,730,439,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,10,63,66,0,18,7,0,764,31,10,54,0,299,11,464,237,36,61,11,119,460,266,194,145,382,8,0,0,0,10,20,60,0,0,1940
60855019001,3459,115128.0,60,550,741,423,12,34,35.9,130,624,690,286,55,0,34,1,2.03,2.19,1.92,3435,1537,1898,0,0,0,57,64,0,0,17,0,0,0,0,0,38,0,0,0,88,54,32,222,202,114,71,1650,92,57,1045,0,358,257,1723,909,164,256,106,288,1690,808,882,624,207,339,39,0,15,138,34,1048,0,0,2003
60855019002,1924,58818.0,70,534,323,97,0,16,33.4,93,603,108,40,112,27,40,17,2.03,1.38,2.07,1921,83,1838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,148,230,226,87,41,33,0,1153,44,0,94,0,508,125,369,152,29,46,0,142,947,332,615,603,83,45,20,66,270,280,140,136,0,0,1974
60855020011,1548,50139.0,9,252,146,107,22,9,27.3,28,131,107,143,44,60,7,25,2.99,2.79,3.02,1548,156,1392,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,59,155,88,94,27,0,0,22,702,9,0,66,0,714,57,207,110,38,33,13,13,517,348,169,131,239,114,27,0,116,49,0,0,0,0,1952
60855020012,927,62602.0,53,211,89,85,6,8,36.8,44,187,65,78,59,19,0,0,2.25,2.47,2.17,918,277,641,0,0,0,9,0,0,0,0,15,0,0,0,0,0,0,60,19,68,66,31,0,28,0,0,373,233,17,191,0,56,57,310,127,91,54,12,26,408,196,212,187,128,21,7,7,37,120,38,94,0,0,1966
60855020013,1328,90781.0,0,9,147,208,45,0,36.8,0,54,158,77,35,31,32,22,3.25,2.43,5.07,1328,684,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,22,76,11,0,0,0,590,66,0,57,0,545,70,250,79,18,80,12,61,409,322,87,54,409,0,0,0,0,0,0,0,0,0,1946
60855020014,1759,48517.0,60,277,338,131,0,9,39.5,36,306,238,110,87,16,15,7,2.26,2.73,1.87,1759,964,795,0,0,0,8,0,0,0,0,7,9,0,0,0,0,0,17,93,125,67,69,0,0,0,0,816,18,0,228,0,524,173,383,124,15,37,33,174,779,431,348,306,589,49,34,45,49,49,0,0,0,0,1939
60855020021,737,36250.0,62,112,95,21,6,0,36.2,0,119,39,82,42,1,13,0,2.49,2.7,2.41,737,219,518,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23,23,10,85,49,8,7,0,0,0,346,28,0,67,0,276,20,130,26,8,65,0,31,296,169,127,119,80,21,52,49,94,0,0,0,0,0,1972
60855020022,1665,31229.0,15,272,239,0,5,0,32.3,22,164,45,89,99,57,55,0,3.2,2.78,3.26,1630,175,1455,0,0,0,7,0,16,0,0,0,0,0,0,0,0,0,0,39,135,120,103,15,0,0,0,561,78,31,64,0,733,198,111,43,5,41,22,0,509,316,193,164,146,43,0,99,128,100,0,15,0,0,1959
60855020023,2743,66987.0,19,306,436,163,14,0,28.5,90,188,193,121,158,123,53,12,3.23,2.63,3.46,2743,599,2144,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,29,0,91,190,236,32,23,0,0,971,88,0,329,0,1257,98,380,152,57,38,5,128,848,589,259,188,314,15,27,81,184,100,45,172,0,0,1967
60855021011,1090,92841.0,47,125,251,100,0,0,37.0,22,187,212,59,34,9,0,0,2.03,2.1,1.91,1015,638,377,0,0,0,16,0,0,0,0,0,0,0,0,0,0,34,10,9,8,28,38,54,0,0,0,664,82,0,305,0,20,19,437,264,29,49,7,88,501,202,299,187,130,88,17,9,110,72,44,53,0,0,1982
60855021012,979,116103.0,0,16,105,168,55,37,40.4,46,58,103,81,48,45,0,0,2.89,3.06,2.61,968,637,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,17,63,14,10,0,0,614,1,18,243,0,93,10,415,235,0,92,9,79,335,277,58,58,301,9,27,44,0,0,0,0,0,0,1960
60855021013,3021,98068.0,0,109,330,476,179,32,40.3,27,177,433,243,198,48,0,0,2.66,2.41,3.2,2923,1798,1125,7,0,0,0,0,0,0,0,0,18,0,0,0,0,0,8,0,40,156,18,83,13,0,9,2219,7,25,508,0,147,115,1121,519,90,177,83,252,1099,786,313,177,707,40,19,102,79,35,0,0,144,0,1965
60855021021,2210,54918.0,41,588,176,74,12,0,30.1,30,391,242,36,55,63,31,43,2.48,1.55,2.54,2134,85,2049,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,12,47,85,241,389,0,0,0,0,1153,207,80,297,0,414,59,466,303,50,41,16,56,861,454,407,391,43,12,25,87,171,193,150,210,0,0,1976
60855021022,2484,55625.0,13,185,395,191,51,0,39.4,11,222,86,192,253,67,4,0,3.01,2.11,3.34,2484,455,2029,0,0,0,0,0,0,23,0,0,0,0,0,0,0,35,0,37,227,53,134,53,46,0,0,929,260,18,376,0,728,173,442,169,0,121,14,138,824,517,307,222,231,107,70,166,138,93,7,23,0,0,1969
60855021023,1381,76071.0,15,63,298,102,104,0,28.6,34,227,74,142,46,39,20,0,2.52,2.33,2.59,1381,349,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,85,88,95,101,0,0,885,0,0,289,0,50,157,502,227,88,60,39,88,548,255,293,227,150,106,36,78,136,40,0,36,0,0,1977
60855021024,1528,44091.0,5,191,187,68,28,0,37.6,19,86,175,66,53,41,39,0,3.0,2.2,3.27,1380,255,1125,15,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,75,79,18,111,33,0,0,0,954,66,0,132,10,310,56,253,107,31,5,0,110,460,270,190,86,96,20,40,0,228,95,0,0,0,0,1963
60855022011,3790,70865.0,34,528,823,396,0,0,34.5,90,672,483,372,45,100,19,0,2.17,2.48,2.01,3666,1399,2267,0,0,14,42,0,42,0,0,29,14,0,0,0,25,76,25,82,12,164,267,200,43,50,0,2394,163,0,615,0,357,261,1425,643,175,216,127,264,1691,786,905,672,102,335,17,339,157,98,139,553,41,0,1978
60855022021,1430,92222.0,20,202,496,47,0,0,35.3,7,353,245,95,65,0,0,0,1.89,1.71,2.06,1430,650,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,53,211,66,14,8,0,1017,0,32,148,0,0,233,638,270,38,112,9,209,758,319,439,353,26,297,39,68,120,66,22,117,0,10,1983
60855022022,1086,156250.0,0,41,88,133,68,37,47.4,25,25,156,88,52,19,2,0,2.79,2.91,2.5,954,701,253,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,9,12,48,0,0,0,0,724,12,15,256,0,49,30,381,160,47,66,35,73,342,299,43,25,248,24,25,8,8,9,12,33,0,0,1958
60855022023,748,87813.0,9,161,9,129,38,0,36.7,0,91,174,32,26,23,0,0,2.16,2.26,2.09,748,336,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,26,143,10,0,9,0,0,556,0,0,100,0,72,20,315,131,5,57,34,88,346,198,148,91,149,10,10,0,9,0,62,106,0,0,1963
60855023011,1593,75606.0,3,39,349,179,103,19,38.5,46,172,209,165,58,38,0,4,2.45,2.62,2.32,1580,707,873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,68,8,127,118,27,0,0,1077,78,1,232,0,107,98,600,265,15,159,17,144,646,396,250,172,364,21,52,15,54,92,66,25,0,3,1960
60855023012,1931,157778.0,7,106,185,232,144,55,48.7,21,134,244,188,93,28,13,8,2.73,2.74,2.7,1931,1244,687,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,74,18,64,49,14,0,21,1500,59,34,46,0,159,133,806,324,41,210,65,166,708,530,178,134,441,74,48,43,60,35,22,0,6,0,1957
