Id2,Population,MedHHInc,studio,bed1,bed2,bed3,bed4,bed5,med_age,Vacant,HH1,HH2,HH3,HH4,HH5,HH6,HH7,AvgHHSize,AvOwnHHsize,AvRenHHsize,TotalHH,OwnerHH,RenterHH,R100,R150,R199,R249,R299,R349,R399,R449,R499,R549,R599,R649,R699,R749,R799,R899,R999,R1249,R1499,R1999,R2499,R2999,R3499,R3500plus,White,AfAm,NatAm,Asian,Hawaiin,Other,Inter,Total_Bachelors,STEM,STEM_rel,Business,Education,Humanities,Total_HH,FamHH,NonFM,NoFamAloneHH,DetachUnit,AttachUnit,TwoUnits,Units_3_4,Units_5_9,Units_10_19,Units_20_49,Units_50plus,UnitMobile,Unit_Other,HouseYear
60855032123,1184,117750.0,0,0,5,50,170,20,38.9,0,18,36,46,74,14,9,48,4.78,4.75,5.3,1170,1117,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,56,59,22,982,0,65,0,249,63,36,48,53,49,245,227,18,18,245,0,0,0,0,0,0,0,0,0,1975
60855032131,1766,28966.0,0,0,203,196,70,9,34.4,0,81,129,29,131,0,75,33,3.68,4.02,3.57,1760,474,1286,0,0,40,0,7,0,8,9,0,0,5,21,0,0,25,0,0,29,61,95,41,0,0,0,686,0,0,670,0,410,0,176,73,13,44,30,16,478,397,81,81,212,213,46,0,0,0,7,0,0,0,1975
60855032132,2731,58462.0,0,40,395,218,133,0,38.6,0,115,162,183,159,96,23,48,3.47,3.36,4.1,2731,2215,516,0,0,0,11,7,0,10,0,0,0,0,0,0,0,0,10,0,0,16,46,17,0,9,0,413,16,15,1864,0,288,135,350,63,9,187,19,72,786,654,132,115,97,108,7,16,36,23,0,44,455,0,1984
60855032141,6078,42016.0,54,180,589,417,180,0,29.6,0,72,142,242,518,289,65,92,4.25,4.14,4.42,6039,3521,2518,0,0,0,0,0,0,0,17,0,32,0,0,43,0,0,28,58,151,183,42,0,16,0,0,1824,134,0,2614,0,1156,350,463,130,25,218,58,32,1420,1348,72,72,172,46,38,96,32,92,33,60,851,0,1988
60855032142,2574,32788.0,16,242,375,280,67,0,36.7,70,198,267,142,192,111,0,0,2.83,3.1,2.67,2574,1037,1537,0,23,30,36,29,33,29,15,30,13,41,0,0,0,0,0,12,103,32,111,39,0,0,0,857,0,43,1478,0,110,86,225,66,0,70,41,48,910,645,265,198,323,55,0,12,41,0,0,353,196,0,1995
60855032171,2024,68571.0,13,19,169,286,17,0,30.3,0,38,53,147,113,115,7,31,4.02,3.39,4.77,2024,928,1096,0,0,9,0,0,0,0,0,3,29,20,0,0,0,0,0,0,0,0,142,13,14,0,0,810,102,22,525,62,338,165,268,169,11,28,57,3,504,457,47,38,28,386,0,62,7,0,0,21,0,0,1978
60855032172,1566,49750.0,0,21,147,142,11,9,27.6,0,0,33,100,51,60,44,42,4.75,4.43,5.28,1566,917,649,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,30,0,0,78,0,0,0,0,744,0,0,361,0,361,100,130,4,17,36,12,61,330,330,0,0,20,236,0,17,0,36,21,0,0,0,1968
60855032173,1303,73173.0,41,0,27,58,133,21,36.7,21,8,21,7,84,58,47,34,5.0,4.83,5.15,1294,609,685,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,41,0,0,62,7,19,0,0,0,719,0,0,179,2,403,0,23,2,0,0,0,21,259,251,8,8,223,16,41,0,0,0,0,0,0,0,1964
60855032181,3400,36311.0,113,486,75,182,79,0,30.9,26,118,223,132,250,121,7,58,3.73,5.2,3.36,3389,947,2442,0,0,0,13,0,9,0,0,11,0,0,0,14,0,0,35,137,401,58,40,9,0,0,0,1794,21,0,509,0,983,93,177,68,28,40,22,19,909,712,197,118,269,20,11,0,110,242,155,128,0,0,1970
60855032182,1516,95694.0,0,9,3,159,88,22,30.1,9,39,5,3,68,30,42,85,5.57,5.52,5.69,1516,1015,501,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,8,56,0,0,0,964,0,0,249,0,303,0,217,73,14,89,26,15,272,221,51,39,251,12,18,0,0,0,0,0,0,0,1955
60855033041,2348,43150.0,16,273,226,54,58,8,33.3,0,101,89,205,150,32,39,19,3.45,5.28,3.18,2189,428,1761,0,0,20,0,12,0,0,0,0,29,0,29,0,27,0,0,0,86,233,110,8,0,0,0,710,159,35,762,0,559,123,141,53,19,0,25,44,635,505,130,101,81,128,0,15,24,76,142,169,0,0,1975
60855033042,2364,82031.0,0,9,35,348,123,0,37.1,0,47,103,83,61,57,65,99,4.59,4.41,5.07,2364,1664,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,29,81,10,0,0,0,1047,63,0,796,34,357,67,272,110,25,64,34,39,515,439,76,47,298,180,0,0,37,0,0,0,0,0,1971
60855033043,1594,93333.0,18,22,9,133,185,19,32.4,0,38,34,83,96,71,55,9,4.05,3.96,4.25,1563,1057,506,0,0,0,0,0,0,0,0,0,0,18,7,0,0,0,18,0,29,0,0,25,22,0,0,160,0,48,1285,0,101,0,299,123,53,102,10,11,386,348,38,38,386,0,0,0,0,0,0,0,0,0,1978
60855033044,821,51806.0,20,0,333,0,19,0,62.1,0,72,228,26,46,0,0,0,2.21,2.1,2.51,821,573,248,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,41,18,10,0,0,0,171,71,0,495,0,22,62,143,51,27,9,9,47,372,291,81,72,19,10,0,21,111,27,0,0,184,0,1980
60855033051,1294,82870.0,0,0,81,140,97,0,39.2,0,20,101,33,51,41,32,40,4.07,3.95,4.51,1294,983,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,42,0,0,0,336,66,21,799,0,62,10,185,51,0,65,46,23,318,288,30,20,227,0,0,0,0,0,0,0,91,0,1976
60855033052,3254,73839.0,9,0,0,286,245,82,31.8,0,77,67,91,64,164,36,123,5.15,5.12,5.21,3201,2217,984,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,33,70,10,62,0,0,1180,39,0,695,46,1270,24,252,121,11,64,0,56,622,528,94,77,622,0,0,0,0,0,0,0,0,0,1963
60855033053,1830,50000.0,20,119,126,137,149,31,49.9,22,114,182,91,92,29,0,52,3.27,4.21,2.55,1830,1019,811,0,0,0,0,8,28,0,20,7,11,0,0,0,0,0,0,18,21,25,107,66,7,0,0,199,19,0,1445,0,105,62,296,110,31,77,33,45,560,410,150,114,326,15,0,89,25,31,36,60,0,0,1982
60855033061,963,43219.0,0,5,70,130,39,7,39.5,0,39,52,39,68,7,13,33,3.82,3.65,4.61,959,756,203,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,12,0,0,0,13,0,6,0,0,214,102,0,499,0,134,14,101,12,0,68,0,21,251,212,39,39,90,0,0,0,0,0,0,0,161,0,1977
60855033062,1932,72450.0,2,0,0,263,93,29,34.4,0,26,40,64,112,60,29,56,4.99,5.08,4.81,1932,1321,611,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,16,0,12,20,54,15,0,0,0,912,36,11,380,0,544,49,132,59,8,36,12,17,387,361,26,26,375,12,0,0,0,0,0,0,0,0,1965
60855033063,1381,71406.0,0,0,0,151,123,11,32.4,17,13,10,61,60,57,26,41,5.08,4.93,5.41,1362,902,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,27,28,12,0,0,465,0,95,473,0,327,21,142,35,17,34,32,24,268,236,32,13,273,12,0,0,0,0,0,0,0,0,1964
60855033121,562,105417.0,0,0,109,43,55,0,43.4,0,50,84,18,28,22,0,5,2.71,2.72,2.71,562,543,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,318,60,0,151,0,26,7,198,78,8,48,15,49,207,157,50,50,0,199,0,0,8,0,0,0,0,0,1979
60855033122,1888,106786.0,19,0,66,152,282,53,44.3,10,113,131,74,111,86,42,5,3.36,3.34,3.41,1888,1468,420,0,0,0,0,0,0,0,19,0,0,0,17,0,0,7,0,0,24,0,14,0,26,16,0,1050,138,0,542,0,130,28,598,265,52,108,82,91,562,449,113,113,514,0,0,19,0,0,0,9,30,0,1978
60855033123,1319,89219.0,0,0,29,99,184,17,34.8,19,53,50,0,35,118,14,40,4.24,4.76,2.86,1313,1070,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,54,0,0,0,0,417,22,0,217,0,655,8,113,68,0,35,6,4,310,247,63,53,271,58,0,0,0,0,0,0,0,0,1968
60855033131,1698,163500.0,0,0,0,107,259,80,39.7,0,10,109,76,115,97,39,0,3.81,3.75,4.65,1698,1577,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,415,21,0,1088,0,24,150,579,379,34,74,32,60,446,436,10,10,436,10,0,0,0,0,0,0,0,0,1984
60855033133,1365,124583.0,0,0,0,67,309,61,42.0,16,44,101,92,125,59,0,0,3.24,3.09,3.92,1365,1063,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,9,31,0,11,554,28,0,651,0,106,26,461,179,93,85,35,69,421,371,50,44,437,0,0,0,0,0,0,0,0,0,1978
60855033151,2408,105673.0,11,0,13,211,232,30,38.3,0,24,94,46,105,95,88,45,4.82,5.0,4.41,2396,1744,652,0,0,0,0,0,0,0,0,0,0,25,0,0,0,11,0,0,22,0,65,25,0,0,0,351,55,66,1311,0,381,244,282,167,26,48,11,30,497,473,24,24,407,79,0,0,0,0,0,0,11,0,1971
60855033152,1119,73984.0,0,9,26,219,68,5,34.4,0,59,40,81,81,26,40,0,3.38,3.25,3.7,1106,758,348,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,84,5,0,0,0,304,87,5,355,0,325,43,159,31,24,74,5,25,327,268,59,59,222,93,0,0,12,0,0,0,0,0,1972
60855033153,4753,74722.0,0,156,366,300,368,26,34.9,0,95,243,250,396,121,35,76,3.9,4.32,3.36,4743,2954,1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,34,9,270,133,47,9,0,794,155,46,2825,0,854,79,1004,453,99,194,63,195,1216,1063,153,95,551,44,27,51,101,126,83,44,189,0,1979
60855033211,2084,103716.0,0,0,0,25,258,165,41.8,0,24,59,80,94,138,0,53,4.57,4.48,4.86,2047,1542,505,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,83,0,0,201,142,0,1350,0,343,48,510,224,71,124,32,59,448,410,38,24,448,0,0,0,0,0,0,0,0,0,1985
60855033212,2858,106439.0,0,0,9,123,366,159,37.1,15,15,136,93,166,71,80,81,4.43,4.41,4.55,2846,2405,441,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,33,0,0,0,37,9,0,0,0,215,0,0,2421,0,122,100,779,306,126,202,67,78,642,627,15,15,640,17,0,0,0,0,0,0,0,0,1986
60855033221,1592,101677.0,0,0,6,150,201,0,37.2,0,28,53,70,71,82,26,27,4.36,3.86,5.72,1557,1008,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,54,37,0,0,0,616,45,0,377,0,406,148,152,64,12,39,29,8,357,329,28,28,357,0,0,0,0,0,0,0,0,0,1966
60855033222,1678,100313.0,8,0,5,157,223,13,44.2,0,52,67,45,107,76,22,37,4.08,3.9,4.79,1656,1273,383,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,28,20,9,0,316,49,0,1042,22,141,108,360,132,21,103,47,57,406,354,52,52,398,8,0,0,0,0,0,0,0,0,1971
60855033223,1234,126607.0,0,0,28,110,169,0,43.2,3,28,68,47,99,26,15,21,4.02,4.14,1.5,1221,1200,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,495,82,0,489,0,88,80,280,119,45,61,5,50,304,271,33,28,307,0,0,0,0,0,0,0,0,0,1973
60855033231,2155,117472.0,0,0,51,242,226,97,44.1,25,47,107,217,92,91,10,27,3.58,3.57,3.6,2114,1552,562,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,57,11,13,34,0,479,160,0,1111,0,292,113,590,199,67,109,34,181,591,533,58,47,616,0,0,0,0,0,0,0,0,0,1979
60855033232,2496,89792.0,0,0,9,348,211,24,37.3,0,34,129,115,141,62,59,52,4.18,3.92,5.84,2477,2004,473,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,33,12,0,783,85,0,1118,0,495,15,406,151,27,149,42,37,592,548,44,34,583,9,0,0,0,0,0,0,0,0,1973
60855033241,2066,101154.0,0,5,5,111,370,29,40.7,0,17,96,119,161,102,18,7,3.93,3.94,3.9,2046,1765,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,24,37,0,0,331,35,0,1598,0,62,40,617,250,101,90,18,158,520,476,44,17,513,0,0,0,7,0,0,0,0,0,1978
60855033242,1526,137917.0,13,0,0,130,221,29,40.6,5,17,119,61,67,57,29,38,3.93,3.38,6.21,1526,1054,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,24,20,15,0,188,59,0,987,0,190,102,509,268,33,90,25,93,388,357,31,17,374,10,0,0,9,0,0,0,0,0,1981
60855033251,2308,122083.0,0,0,5,131,417,60,36.5,15,52,120,100,164,80,72,10,3.82,3.71,4.16,2286,1675,611,29,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,17,57,0,0,0,950,24,13,1048,0,219,54,651,290,57,147,44,113,598,535,63,52,608,0,0,5,0,0,0,0,0,0,1976
60855033252,2591,114760.0,5,0,41,343,153,17,36.3,0,25,56,98,162,54,108,56,4.6,4.75,3.98,2573,2147,426,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,35,51,0,0,0,169,24,0,2139,0,239,20,666,236,130,143,11,146,559,519,40,25,448,111,0,0,0,0,0,0,0,0,1983
60855033261,5074,197917.0,0,48,43,310,479,387,38.7,0,30,222,303,441,97,83,91,4.0,4.11,3.29,5074,4541,533,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,28,10,0,11,38,8,439,31,10,4555,0,21,18,2175,1371,172,475,22,135,1267,1185,82,30,1220,9,0,0,0,0,0,0,38,0,2003
60855033271,1893,101898.0,0,0,0,299,157,7,35.8,0,42,120,58,83,60,51,49,4.06,3.7,4.83,1881,1166,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,38,20,0,66,0,10,673,101,0,931,25,44,119,315,247,0,13,8,47,463,402,61,42,425,28,0,0,0,0,10,0,0,0,1968
60855033272,1908,85417.0,12,11,43,121,244,20,40.1,0,29,108,71,123,61,7,52,4.2,4.51,3.48,1892,1408,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,58,44,0,0,185,72,11,1245,0,282,113,342,136,33,75,53,45,451,414,37,29,416,24,0,0,11,0,0,0,0,0,1974
60855033273,1229,55819.0,80,121,31,82,156,75,50.8,26,241,86,75,87,0,16,14,2.37,3.28,1.22,1229,949,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,110,41,0,23,39,861,11,0,313,0,0,44,218,76,37,50,9,46,519,270,249,241,306,0,0,26,0,0,26,187,0,0,1974
60855033291,1811,177083.0,0,0,39,186,159,114,39.1,0,31,93,89,211,40,22,12,3.64,3.69,2.92,1811,1706,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7,4,215,51,0,1441,16,38,50,806,595,47,110,0,54,498,450,48,31,376,109,0,0,0,13,0,0,0,0,1995
60855033292,1869,144167.0,0,0,10,126,329,32,40.1,15,31,68,95,189,63,31,5,3.77,3.71,4.18,1818,1534,284,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,24,0,27,6,0,535,44,12,1091,0,114,73,664,295,70,153,53,93,482,436,46,31,497,0,0,0,0,0,0,0,0,0,1979
60855033301,2139,201167.0,0,0,17,28,378,159,46.2,0,14,100,182,191,59,36,0,3.64,3.57,6.18,2121,2016,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,549,19,0,1463,67,12,29,987,542,103,198,53,91,582,553,29,14,567,15,0,0,0,0,0,0,0,0,1991
60855033302,2082,170714.0,0,0,16,174,253,77,38.2,0,0,33,126,279,18,64,0,4.0,4.16,3.18,2082,1815,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,52,17,0,68,0,0,1839,0,121,54,866,519,162,102,0,83,520,520,0,0,392,107,0,21,0,0,0,0,0,0,1998
60855033303,4467,213472.0,57,0,25,208,485,339,33.1,58,110,81,138,346,122,185,74,4.23,4.33,3.7,4467,3823,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,77,14,50,763,0,0,3529,0,57,118,1888,1269,119,241,51,208,1056,946,110,110,935,146,0,33,0,0,0,0,0,0,2002
60855033311,2164,67961.0,0,201,494,106,252,10,61.6,58,389,353,137,87,25,0,14,2.15,2.34,1.5,2164,1830,334,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,11,0,25,65,112,0,0,0,0,1296,125,6,496,25,85,131,861,321,136,209,53,142,1005,583,422,389,379,372,0,122,75,41,46,28,0,0,1975
60855033312,1328,168523.0,0,0,10,144,162,49,46.6,10,36,79,50,60,130,0,0,3.71,3.75,2.94,1318,1265,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,508,59,10,650,0,48,53,491,272,34,69,51,65,355,310,45,36,365,0,0,0,0,0,0,0,0,0,1978
60855033321,1482,56638.0,0,0,768,125,15,20,71.5,0,470,425,18,0,15,0,0,1.6,1.64,1.37,1482,1284,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,90,24,0,0,1246,47,0,133,0,0,56,743,333,31,63,158,158,928,437,491,470,160,644,0,86,38,0,0,0,0,0,1979
60855033322,647,60865.0,0,0,313,93,0,0,74.7,0,190,198,18,0,0,0,0,1.59,1.55,2.0,647,569,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,596,0,0,51,0,0,0,333,155,0,23,51,104,406,179,227,190,59,272,21,19,35,0,0,0,0,0,1985
60855033331,1714,214625.0,0,0,0,138,311,41,40.1,25,21,103,89,173,48,31,0,3.63,3.6,3.83,1690,1445,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,12,42,0,0,0,495,0,0,1036,11,30,142,699,440,39,177,10,33,465,436,29,21,490,0,0,0,0,0,0,0,0,0,1988
60855033332,2714,118311.0,0,13,184,258,268,108,37.1,0,165,237,176,123,37,24,69,3.25,2.93,4.17,2703,1802,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,72,19,0,51,1310,103,0,1039,0,123,139,821,428,61,176,46,110,831,607,224,165,479,289,0,22,18,13,0,10,0,0,1984
60855033341,4548,212596.0,0,0,41,456,475,377,35.9,70,42,261,314,456,154,37,15,3.56,3.58,3.04,4548,4399,149,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,26,0,0,0,1199,0,0,3093,0,140,116,1711,1249,190,163,13,96,1279,1190,89,42,1164,174,11,0,0,0,0,0,0,0,2001
60855033342,1717,218646.0,0,0,15,34,170,325,49.4,50,33,166,73,91,86,24,21,3.48,3.53,1.94,1717,1682,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,30,0,1246,0,0,51,883,572,92,93,52,74,494,435,59,33,529,0,0,15,0,0,0,0,0,0,1997
60855033361,1619,82273.0,0,23,98,178,77,14,35.4,0,40,36,105,70,59,73,7,4.05,3.98,4.15,1580,912,668,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,21,0,3,36,66,21,0,0,0,199,23,19,937,14,409,18,185,71,30,54,0,30,390,343,47,40,124,206,26,28,0,0,6,0,0,0,1976
60855033362,2136,92279.0,2,8,134,195,170,13,36.9,17,52,56,117,97,94,54,35,4.19,4.0,4.94,2114,1630,484,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,32,9,36,8,0,5,0,711,84,31,889,43,203,175,304,144,31,77,26,26,505,453,52,52,492,10,20,0,0,0,0,0,0,0,1975
60855033371,2244,77500.0,31,6,208,306,78,37,37.6,32,76,106,183,119,89,39,22,3.54,3.33,4.28,2244,1645,599,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,6,18,0,0,36,57,5,0,0,624,67,40,1325,0,114,74,491,206,60,86,54,85,634,540,94,76,137,241,0,22,36,0,0,0,230,0,1976
60855033372,1504,89861.0,5,0,3,95,135,89,37.8,0,11,45,53,105,61,22,30,4.28,4.17,4.64,1398,1064,334,0,12,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,16,22,15,0,0,446,47,10,929,0,54,18,303,155,3,37,53,55,327,309,18,11,323,4,0,0,0,0,0,0,0,0,1976
60855034011,1078,76250.0,45,0,0,190,30,0,31.5,47,17,20,11,37,107,8,18,4.94,5.38,4.64,1078,479,599,0,0,0,0,0,0,0,0,0,10,0,17,0,0,0,0,0,15,0,32,47,8,0,0,251,9,0,208,0,556,54,76,42,0,4,30,0,218,195,23,17,214,19,15,0,0,0,0,0,0,17,1963
60855034012,1785,52371.0,17,0,10,264,57,16,29.8,8,29,115,55,20,46,27,64,5.01,5.85,3.52,1785,1334,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,102,5,0,0,0,394,95,0,223,418,563,92,122,53,17,32,0,20,356,295,61,29,357,7,0,0,0,0,0,0,0,0,1959
60855034013,1785,75000.0,6,0,5,270,60,33,28.6,0,26,67,48,72,67,35,59,4.76,4.18,6.94,1779,1238,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,39,11,0,0,10,833,14,0,282,0,656,0,148,51,0,56,0,41,374,348,26,26,374,0,0,0,0,0,0,0,0,0,1960
60855034022,2252,26563.0,24,24,51,263,136,22,32.7,0,27,120,118,57,89,50,59,4.31,5.09,3.88,2243,947,1296,9,0,6,0,9,9,9,19,29,0,9,23,0,0,0,42,67,23,19,31,21,0,0,0,485,73,0,736,30,795,133,74,13,21,15,0,25,520,485,35,27,258,45,0,149,28,0,0,40,0,0,1966
60855034023,3838,64489.0,69,25,300,115,186,40,31.2,0,21,82,94,163,154,52,169,5.22,5.53,5.09,3838,1249,2589,0,0,0,0,0,0,10,14,8,0,0,0,0,0,11,0,0,35,281,95,47,0,8,0,1254,0,0,1189,0,1343,52,201,75,42,48,25,11,735,707,28,21,346,31,0,14,69,153,25,97,0,0,1968
60855035041,1940,72857.0,0,0,37,166,48,41,28.0,0,9,14,12,30,68,10,149,6.64,6.02,7.4,1940,963,977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,37,80,0,0,0,662,19,0,448,0,759,52,204,50,76,47,31,0,292,279,13,9,263,14,0,15,0,0,0,0,0,0,1956
60855035042,2016,70500.0,11,12,6,276,39,26,30.7,12,32,16,30,63,89,40,88,5.63,5.47,6.0,2016,1374,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,25,11,59,0,0,0,844,0,0,397,145,565,65,79,0,25,43,0,11,358,326,32,32,358,12,0,0,0,0,0,0,0,0,1958
60855035043,1431,61779.0,0,0,63,154,63,0,28.9,9,6,36,9,97,55,34,34,5.28,5.14,5.47,1431,796,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,39,0,24,0,9,38,0,0,0,521,0,17,295,24,574,0,23,0,0,0,23,0,271,241,30,6,241,0,39,0,0,0,0,0,0,0,1954
60855035044,484,53750.0,0,0,0,133,0,24,27.8,0,0,56,82,0,10,9,0,3.08,3.95,2.6,484,221,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,24,18,25,0,0,0,108,9,0,177,0,152,38,41,30,0,11,0,0,157,126,31,0,157,0,0,0,0,0,0,0,0,0,1958
60855035045,578,97857.0,0,0,7,34,106,0,40.5,7,6,31,26,20,28,15,14,4.13,4.45,2.11,578,538,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,150,0,0,239,0,189,0,47,22,0,8,0,17,140,134,6,6,147,0,0,0,0,0,0,0,0,0,1964
60855035061,2654,49028.0,25,39,69,288,124,9,26.5,0,47,32,110,107,99,117,42,4.79,4.01,5.1,2654,638,2016,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,39,58,255,0,9,0,0,921,10,104,674,0,797,148,188,83,22,38,10,35,554,497,57,47,228,0,0,0,32,109,0,185,0,0,1974
60855035062,2391,71607.0,33,6,12,275,167,22,33.2,24,9,116,42,121,89,38,76,4.85,4.78,5.17,2380,1961,419,0,0,0,0,12,0,0,0,0,0,18,0,0,0,0,0,0,0,0,16,35,0,0,0,885,44,9,814,0,377,262,198,82,9,67,23,17,491,482,9,9,498,8,0,0,9,0,0,0,0,0,1966
60855035063,1145,67875.0,0,24,9,146,58,8,38.3,0,19,32,95,0,26,39,34,4.67,4.71,4.6,1145,759,386,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,17,0,31,16,7,0,1,465,21,12,428,0,147,72,141,52,0,42,5,42,245,214,31,19,224,9,0,12,0,0,0,0,0,0,1972
60855035071,1926,109583.0,0,7,3,111,82,80,35.9,0,5,28,29,27,23,57,114,6.76,6.53,7.4,1913,1358,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,8,12,38,5,0,0,643,51,56,382,0,792,2,93,48,0,16,28,1,283,245,38,5,273,10,0,0,0,0,0,0,0,0,1963
60855035072,616,76250.0,15,0,3,82,17,0,25.8,11,10,8,29,6,4,27,22,5.81,6.48,4.57,616,447,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,11,4,0,0,244,0,0,80,0,292,0,33,7,4,11,3,8,106,96,10,10,93,3,21,0,0,0,0,0,0,0,1965
60855035081,4100,67347.0,0,0,27,380,312,69,32.0,0,73,134,119,43,183,73,163,5.13,4.24,7.51,4041,2433,1608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,19,88,37,0,0,1016,92,0,526,244,1971,251,305,107,8,61,71,58,788,675,113,73,788,0,0,0,0,0,0,0,0,0,1964
60855035082,2996,66932.0,7,39,91,217,80,45,29.9,0,10,57,55,107,44,47,159,6.25,4.79,7.57,2996,1088,1908,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,52,43,81,27,40,0,0,650,154,94,393,36,1630,39,110,23,15,62,0,10,479,461,18,10,385,0,0,0,24,0,61,0,9,0,1963
60855035091,1893,75625.0,0,6,58,273,94,23,34.2,0,36,79,85,150,22,45,37,4.17,4.16,4.19,1893,1474,419,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,8,41,4,26,0,0,694,11,0,494,12,621,61,115,30,9,42,18,16,454,403,51,36,454,0,0,0,0,0,0,0,0,0,1965
60855035092,933,95208.0,0,0,27,84,54,27,30.9,4,27,16,32,22,17,43,31,4.96,4.34,6.17,933,538,395,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,23,9,23,0,3,0,170,15,0,333,0,376,39,115,35,20,42,11,7,188,150,38,27,192,0,0,0,0,0,0,0,0,0,1964
60855035093,1044,91648.0,0,6,8,92,149,4,32.9,0,16,40,55,70,35,33,10,4.03,3.73,6.0,1044,840,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,5,6,0,268,70,0,431,5,263,7,185,65,28,54,19,19,259,239,20,16,254,5,0,0,0,0,0,0,0,0,1981
