ref_id_side,route,count
23715917R,402X,3
23715919L,402X,3
23715919R,402X,1
23716068L,103X,7
23716068R,103X,3
23716069L,103X,6
23716069R,103X,5
23716070L,103X,3
23716366L,305X,11
23716366R,305X,11
23716375L,405X,14
23716375R,405X,15
23716376L,405X,4
23716376R,405X,4
23716563L,203X,5
23716563R,203X,4
23716571L,304X,1
23716571R,304X,3
23716573R,304X,3
23716578L,404X,7
23716578R,404X,6
23716579L,404X,12
23716579R,404X,12
23716580L,203X,2
23716581L,404X,8
23716581R,404X,6
23716582R,404X,9
23716583L,203X,2
23716583R,203X,1
23716584R,203X,2
23716585R,203X,1
23716604L,103X,4
23716604R,103X,3
23716605L,103X,8
23716605R,103X,7
23716608L,104X,3
23716609L,104X,2
23716610L,103X,3
23716610R,103X,4
23716611L,103X,1
23716611R,103X,2
23716612L,103X,2
23716612R,103X,4
23716614L,203X,2
23716615L,203X,6
23716618R,203X,1
23716621L,504X,2
23716621R,504X,1
23716622L,504X,15
23716622R,504X,25
23716627L,505X,13
23716627R,505X,16
23716820L,302X,9
23716820R,302X,9
23716827L,403X,11
23716827R,403X,18
23716828L,403X,7
23716828R,403X,6
23716851L,402X,15
23716851R,402X,13
23716876L,202X,2
23716876R,202X,3
23716877L,202X,2
23716877R,202X,5
23716878L,202X,2
23716878R,202X,3
23716879L,202X,13
23716879R,202X,13
23717036L,305X,6
23717036R,305X,6
23717121L,502X,2
23717121R,502X,5
23717122L,502X,3
23717122R,502X,3
23717123L,502X,1
23717123R,502X,5
23717200L,502X,2
23717200R,502X,2
23717275L,504X,8
23717275R,504X,9
23717347R,402X,2
23717451R,304X,4
23717452R,304X,5
23717455R,304X,1
23717457R,304X,9
23717498R,305X,11
23717499R,305X,7
23717612L,505X,4
23717612R,505X,3
23717613L,505X,9
23717613R,505X,13
23717699R,404X,24
23717734L,202X,6
23717734R,202X,6
23717830L,403X,2
23717830R,403X,1
23717983L,504X,8
23717983R,504X,5
23717996L,305X,1
23717996R,305X,2
23718032L,303X,10
23718032R,303X,5
23718034R,303X,2
23718062L,204X,12
23718062R,204X,9
23718092L,504X,7
23718092R,504X,7
23718101L,405X,1
23718102L,405X,5
23718102R,405X,5
23718105L,203X,3
23718105R,203X,4
23718106L,203X,5
23718106R,203X,6
23718107L,203X,1
23719772L,402X,1
23719775L,402X,6
23719775R,402X,41
23719828L,404X,1
23719828R,404X,14
23719829L,305X,10
23719830L,305X,7
23719831L,305X,2
23719831R,305X,5
23719832R,305X,2
23719833L,305X,6
23719833R,305X,6
23719834L,305X,6
23719834R,305X,7
23719840R,401X,1
23719841R,401X,16
23719842L,401X,4
23719842R,401X,8
23719844R,305X,1
23719845L,401X,13
23719845R,401X,7
23719929R,502X,2
23719930L,502X,1
23719930R,502X,4
23719932L,502X,1
23719933L,502X,5
23719933R,502X,5
23719934L,502X,2
23719934R,502X,1
23719936L,502X,4
23719936R,502X,4
23719937L,502X,2
23719937R,502X,4
23719938L,502X,4
23719938R,502X,8
23719939L,502X,9
23719939R,502X,8
23719941L,502X,10
23719941R,502X,7
23719957L,104X,9
23719957R,104X,8
23719958R,104X,6
23719959L,104X,11
23719959R,104X,5
23719960L,104X,1
23719960R,104X,4
23719962L,303X,2
23719962R,303X,1
23719964L,302X,8
23720009L,305X,9
23720009R,305X,2
23720010R,305X,1
23720013L,202X,1
23720013R,202X,7
23724723L,204X,2
23724723R,204X,3
23724787R,502X,3
23724788R,502X,1
23724789L,502X,5
23724789R,502X,2
23724931R,505X,5
23724937L,502X,1
23724937R,502X,2
23724964L,503X,2
23725121R,403X,6
23725122R,403X,4
23725123R,403X,1
23725229L,302X,8
23725229R,302X,4
23725253L,305X,1
23725255L,305X,1
23725567L,305X,2
23725567R,305X,1
23726473L,203X,4
23726473R,203X,5
23726474L,203X,10
23726474R,203X,9
23726868R,405X,1
23726953L,402X,1
23726954R,402X,1
23726956L,504X,5
23726956R,504X,8
23726958L,405X,2
23726958R,405X,5
23727072L,504X,3
23727072R,504X,3
23727073L,304X,2
23727075L,302X,3
23727356L,405X,7
23727356R,405X,8
23728791L,502X,7
23728791R,502X,8
23728792L,502X,9
23728792R,502X,7
23728793L,502X,4
23728794L,502X,3
23728794R,502X,1
23728795L,502X,3
23729039L,504X,2
23729039R,504X,7
23729877L,503X,11
23729877R,503X,7
23729878L,503X,4
23729878R,503X,1
23729879L,503X,3
23729879R,505X,1
23730052L,402X,12
23730052R,402X,16
23730053L,402X,9
23730053R,402X,14
23730056L,404X,9
23730056R,404X,12
23730058L,404X,9
23730058R,404X,9
23730059L,404X,3
23730169L,503X,3
23730169R,503X,4
23730173L,304X,3
23730180L,204X,11
23730180R,204X,7
23730184L,502X,8
23730184R,502X,12
23730185L,202X,1
23730185R,202X,3
23730421L,503X,7
23730421R,503X,3
23730422L,503X,2
23730645L,102X,1
23730646L,102X,10
23730646R,102X,3
23731666L,305X,4
23731666R,305X,3
23731670L,202X,4
23731671L,202X,10
23731672L,202X,1
23731672R,202X,6
23732190L,502X,2
23732190R,502X,5
23732191L,502X,6
23732191R,502X,4
23732192L,502X,1
23732192R,502X,2
23732193L,502X,4
23732194L,502X,3
23732194R,502X,4
23732195L,502X,7
23732195R,502X,4
23732196R,502X,5
23732197R,502X,3
23732198L,502X,4
23732198R,502X,3
23732199L,502X,2
23732199R,502X,5
23732433L,505X,5
23732434L,505X,7
23732434R,505X,14
23732435L,505X,8
23732435R,505X,7
23732436R,505X,7
23732437L,504X,2
23732437R,504X,7
23732438L,504X,7
23732438R,504X,8
23735005L,503X,13
23735457L,202X,3
23735457R,202X,5
23735458L,202X,6
23735458R,202X,1
23736251L,503X,4
23736251R,503X,4
23736252R,503X,2
23736253R,503X,8
23736254R,503X,11
23736259L,303X,4
23736259R,303X,3
23736261L,203X,3
23736261R,203X,2
23736267L,203X,1
23736268L,203X,1
23736268R,203X,3
23736275L,505X,5
23736275R,505X,2
23736276L,505X,14
23736276R,505X,19
23736277L,505X,2
23736277R,505X,2
23736278L,505X,1
23736279L,505X,2
23736279R,505X,1
23736280L,505X,4
23736280R,505X,8
23736281L,505X,13
23736281R,505X,12
23736282L,505X,16
23736282R,505X,7
23736285L,505X,5
23736285R,505X,13
23736286L,505X,1
23736286R,505X,4
23736323L,505X,5
23736323R,505X,9
23736324L,505X,4
23736324R,505X,5
23736325R,503X,2
23736958L,504X,2
23736959L,504X,4
23736959R,504X,2
23738669L,103X,3
23738669R,103X,2
23738671L,103X,6
23738671R,103X,6
23738674L,405X,15
23738674R,405X,15
23738675L,405X,8
23738675R,405X,8
23738679R,105X,4
23738680L,105X,4
23738680R,105X,2
23738820L,105X,1
23738820R,105X,3
23738821L,105X,2
23738821R,105X,2
23738822L,204X,6
23738824L,204X,11
23738824R,204X,16
23738827L,204X,6
23738827R,205X,5
23738834L,205X,7
23738834R,205X,3
23738835L,205X,19
23738835R,205X,20
23738839L,205X,7
23738839R,205X,6
23738841L,205X,10
23738841R,205X,10
23738842L,204X,7
23738842R,205X,9
23738843L,205X,9
23738843R,205X,12
23738844L,202X,18
23738844R,202X,17
23738845L,202X,3
23738846L,105X,5
23738846R,105X,3
23738847R,105X,3
23738848L,504X,6
23738848R,504X,5
23738850L,504X,6
23738850R,504X,9
23738851L,504X,7
23738851R,504X,7
23738855L,505X,1
23738858L,502X,12
23738858R,502X,12
23738859L,502X,8
23738859R,502X,3
23738860L,504X,8
23738860R,504X,8
23738861R,504X,4
23738862L,504X,7
23738862R,504X,8
23738865L,502X,6
23738865R,502X,3
23738899R,404X,4
23738900R,404X,3
23738901R,404X,3
23738902R,404X,5
23738903R,404X,3
23738904R,404X,2
23738905R,404X,1
23738910L,404X,4
23738911L,404X,5
23738912L,404X,4
23738913L,404X,4
23738914L,404X,4
23738915L,404X,13
23738915R,404X,13
23738916L,404X,5
23738916R,404X,5
23738918L,404X,13
23738921L,404X,16
23738921R,404X,15
23738922L,404X,17
23738922R,404X,15
23738923L,404X,18
23738923R,404X,17
23738924L,404X,6
23738924R,404X,18
23738925L,404X,10
23738925R,404X,9
23738926L,404X,10
23738926R,404X,11
23738927L,404X,9
23738927R,404X,9
23738928L,404X,9
23738928R,404X,9
23738930L,404X,10
23738930R,404X,9
23738932R,404X,1
23738934R,404X,8
23738936L,505X,3
23738937L,505X,1
23738938L,505X,1
23738939L,505X,1
23738942L,505X,7
23738943R,505X,5
23738944R,505X,5
23738945R,505X,4
23738947L,505X,12
23738947R,505X,11
23738949L,505X,13
23738949R,505X,12
23738950L,505X,13
23738950R,505X,12
23738951L,505X,13
23738951R,505X,12
23738952R,505X,8
23738953R,503X,1
23738954L,503X,12
23738954R,503X,6
23738955L,503X,3
23738956L,503X,3
23738956R,503X,1
23738957R,503X,1
23738958L,503X,10
23738958R,503X,10
23738959R,503X,4
23738960R,503X,3
23738961L,503X,11
23738961R,503X,11
23738962L,503X,12
23738962R,503X,12
23738963R,503X,4
23738964R,503X,4
23738965L,503X,2
23738965R,503X,4
23738966L,503X,5
23738966R,503X,4
23738967L,503X,3
23738967R,503X,5
23740613L,503X,7
23740613R,503X,9
23740615L,503X,20
23740615R,503X,25
23740616L,503X,1
23740616R,503X,4
23748340L,302X,1
23748341L,302X,6
23748341R,302X,4
23749160R,404X,5
23752689L,205X,5
23752714L,505X,4
23752714R,505X,3
23752728L,505X,3
23752728R,505X,3
23752729L,505X,4
23752729R,505X,2
23752732L,105X,7
23752732R,105X,5
23752734L,504X,5
23752921L,305X,1
23752928L,305X,9
23752928R,305X,5
23752930L,302X,5
23752930R,302X,5
23752931R,302X,2
23752932L,302X,2
23752932R,303X,2
23752933L,302X,4
23752933R,302X,5
23752934L,302X,5
23752934R,302X,5
23753043L,302X,5
23753043R,302X,5
23753044R,302X,4
23753045L,302X,7
23753045R,302X,8
23753046L,302X,1
23753046R,302X,3
23753049L,302X,5
23753049R,302X,4
23753050L,302X,1
23753051R,302X,7
23753057R,303X,1
23753059R,303X,2
23753062R,404X,3
23753063R,404X,4
23753067R,404X,3
23753069L,404X,6
23753069R,404X,3
23753072R,404X,1
23753073L,303X,5
23753104L,302X,6
23753104R,302X,4
23753106R,303X,2
23753107R,303X,1
23753108L,402X,12
23753108R,402X,12
23754848L,102X,8
23754850L,102X,3
23754850R,102X,3
23754851L,102X,8
23754851R,102X,8
23754852R,102X,1
23754853L,102X,6
23754853R,102X,6
23754854L,102X,6
23754854R,102X,6
23754855L,102X,2
23754857L,102X,1
23756425L,502X,4
23756425R,502X,3
23756426L,502X,6
23756426R,502X,5
23756427L,502X,14
23756427R,502X,12
23756428L,502X,8
23756428R,502X,10
23756429L,502X,4
23756429R,502X,3
23756430R,502X,1
23771150R,404X,1
23771152L,502X,5
23771153R,502X,3
23771211L,303X,9
23771211R,303X,2
23771213L,402X,10
23771277R,305X,3
23771279L,305X,6
23771282L,402X,13
23771282R,402X,14
23771284L,404X,9
23771284R,404X,9
23771286R,303X,1
23771650R,205X,2
23771651R,205X,1
23797263L,103X,4
23797263R,103X,4
23798749L,504X,1
23798749R,502X,3
23798751L,502X,6
23798751R,502X,9
23798754L,502X,4
23798754R,502X,7
23798755R,502X,5
23798757R,204X,5
23837719L,102X,11
23837719R,102X,11
23838615L,105X,1
23838615R,105X,3
23838618L,105X,1
23838620R,105X,3
23839537L,505X,1
23840832R,203X,1
23841050L,402X,8
23841290L,303X,5
23841290R,303X,4
24520750R,504X,2
24532523L,405X,10
24532523R,405X,11
24532524L,405X,7
24532524R,405X,5
24532553R,102X,3
24532555L,102X,10
24532555R,102X,10
24532557L,102X,1
24532558L,102X,7
24532558R,102X,6
24532559R,102X,5
24532560L,102X,6
24532561R,102X,14
24532562L,102X,2
24532563L,102X,5
24532563R,102X,1
24532564L,102X,1
24532564R,102X,2
24532565L,102X,8
24532565R,102X,3
24532566R,102X,13
24532567L,102X,9
24532567R,102X,2
24532568L,102X,1
24532568R,102X,3
24532569L,102X,2
24532569R,102X,2
24532571L,102X,3
24532571R,102X,5
24532572L,102X,1
24532572R,102X,3
24532573L,102X,1
24532573R,102X,8
24532574L,102X,3
24532574R,102X,1
24532575L,102X,7
24532575R,102X,7
24532576L,102X,5
24532576R,102X,1
24532577L,102X,2
24532577R,102X,9
24552805L,303X,4
24552805R,303X,8
24552807R,303X,1
24552808R,303X,2
24552872R,105X,2
24552873R,105X,1
24556322L,405X,1
24556323L,405X,5
24556323R,405X,4
24562576L,404X,8
24562576R,404X,8
24562581L,404X,8
24562581R,404X,9
24576535R,202X,2
24576540L,202X,1
24576867L,504X,9
24576867R,504X,2
24576869L,504X,3
24576869R,502X,1
24576870L,502X,1
24580813L,302X,3
24580813R,305X,4
24580824L,302X,7
24581445L,505X,5
24581483R,203X,1
24581529L,203X,2
24602217L,105X,5
24602217R,105X,2
24603034R,102X,2
24608999L,305X,3
24611881R,505X,3
24611882L,505X,4
24611882R,505X,9
24615124L,503X,3
24615124R,503X,3
24615125L,503X,3
24615125R,503X,4
24615138R,503X,10
24615139L,503X,8
24618345L,305X,10
24618346R,305X,6
24618347R,305X,10
24618385R,305X,4
24618386R,305X,4
24618387R,502X,2
24618389L,502X,14
24618389R,502X,8
24618411L,505X,6
24618411R,505X,4
24618413L,505X,10
24618413R,505X,25
24618438L,305X,9
24618439L,305X,8
24618440R,305X,13
24618471L,503X,1
24618472R,503X,4
24618473L,503X,1
24618473R,503X,5
24626845L,202X,3
24626845R,202X,5
24626846L,202X,6
24626846R,202X,13
24626847L,204X,9
24626847R,204X,4
24626848L,204X,5
24626848R,204X,2
24626849L,304X,14
24626849R,304X,12
24626850L,304X,12
24626850R,304X,19
24626851R,303X,3
24626852R,303X,1
24626881L,504X,2
24626881R,504X,10
24626882L,504X,5
24626882R,504X,8
24626883L,502X,2
24626883R,502X,1
24626884L,502X,16
24626884R,502X,9
24626894L,503X,9
24632409L,402X,3
24632410R,402X,10
24632428L,402X,10
24632428R,402X,8
24632431R,402X,2
24632432L,402X,4
24632432R,402X,4
24632434L,401X,3
24632435L,402X,4
24632435R,402X,4
24632436L,401X,6
24632437L,402X,4
24632437R,402X,4
28398703L,402X,4
28398703R,402X,3
28399971R,403X,1
28399973L,403X,5
28399973R,403X,5
28400302L,402X,1
28400302R,402X,1
28400303R,401X,1
28400310L,402X,4
28400310R,402X,3
28400312L,402X,3
28400312R,402X,4
28400318L,401X,1
28400318R,402X,1
28472089R,401X,4
28472090L,401X,6
28472093L,401X,6
28472093R,401X,6
28472095L,401X,6
28472097L,401X,4
28472098L,401X,5
28486323L,103X,4
28486323R,103X,1
28486325L,103X,4
28486325R,103X,6
28486326L,103X,4
28486326R,103X,5
28486771R,303X,2
28486772L,302X,3
28486772R,302X,2
28486867L,103X,8
28486867R,104X,2
28486868L,103X,5
28486868R,104X,5
28486869L,104X,2
28486869R,104X,3
28498223L,102X,29
37827524L,401X,12
37827524R,401X,12
37827526L,102X,18
37830797L,405X,1
37830797R,405X,11
37830798R,405X,3
37831714L,404X,6
37831715L,404X,15
37831715R,404X,4
37831716L,404X,11
37831716R,404X,6
37831718L,303X,1
37831719L,303X,3
37831719R,303X,7
37831720L,303X,3
37831720R,303X,4
37831721L,303X,7
37831721R,303X,3
37831722L,303X,3
37832839L,102X,7
37832844L,505X,15
37832844R,505X,24
37832845L,505X,7
37832845R,505X,5
37832846L,505X,1
37851243R,402X,3
37851244R,402X,1
37851245L,401X,9
37851245R,401X,8
37851246L,401X,4
37851246R,401X,3
37851247L,401X,1
37851247R,401X,2
37851248L,401X,1
37853293R,104X,4
707426016R,505X,3
707426018L,505X,3
707426018R,505X,3
711399329L,401X,7
711399329R,401X,10
711399330R,401X,4
711399331L,401X,5
711399331R,401X,7
711399702L,401X,9
711399702R,401X,8
711571232L,401X,5
711571232R,401X,3
711571233L,401X,3
711571233R,401X,5
711571234R,401X,5
711571235L,401X,3
711571235R,401X,2
711571236L,401X,1
711571236R,401X,2
711571237L,401X,1
711571238L,401X,5
711571238R,401X,4
711571239L,401X,6
711571239R,401X,1
711571240L,401X,4
711571240R,401X,4
711571241L,401X,4
711571241R,401X,2
711571243L,401X,1
711571244L,401X,4
711571245L,401X,4
711571245R,401X,4
711571246L,401X,1
711571246R,401X,1
711571248L,401X,4
711571248R,401X,2
711571251L,401X,2
711571251R,401X,4
711571252R,401X,4
711571253L,401X,3
711571253R,401X,2
711571254L,401X,5
711571255L,401X,4
711571255R,402X,1
711571259L,401X,5
711571259R,401X,5
711571260L,401X,3
711571261L,401X,6
711571261R,401X,6
711571262L,401X,5
711571262R,401X,5
711571529L,402X,1
711571531L,402X,1
711571531R,402X,2
711571532L,402X,2
711571532R,402X,2
711571533L,402X,1
711571533R,402X,1
711571540L,402X,2
711571540R,402X,2
711571542L,402X,1
711571543L,402X,1
711571543R,402X,1
711571545L,402X,1
711571545R,402X,1
711571546L,402X,1
711571546R,402X,1
711571548L,402X,1
711571549L,402X,1
711571549R,402X,1
711571551R,401X,2
711571554R,401X,4
711571556L,402X,2
711571557L,402X,2
711571559L,402X,1
711571559R,401X,1
711571561L,402X,3
711571561R,402X,1
711571563L,402X,3
711571563R,402X,4
711571564L,402X,1
711571566R,402X,1
711571568L,402X,2
711571568R,402X,2
711571569L,402X,1
711571569R,402X,2
711571571L,401X,3
711571571R,401X,1
711571573L,401X,1
711571574L,401X,5
711571586L,402X,1
711571586R,402X,1
711571588L,402X,1
711571588R,402X,2
711571589L,402X,2
711571589R,402X,2
711571590L,402X,1
711571590R,402X,1
711571591L,402X,1
711571591R,402X,2
711571593R,401X,4
711571594L,401X,2
711571596R,401X,4
711571597L,401X,1
711571597R,401X,2
711571599R,402X,5
711571601L,402X,1
711571601R,402X,6
716315389L,403X,2
716315389R,402X,5
716315390L,403X,3
716315391L,403X,2
716315391R,403X,2
744212400L,302X,3
744212400R,302X,1
744212401L,302X,1
744212401R,302X,3
744212402R,205X,2
744212404L,205X,14
744212404R,205X,12
755222756L,202X,2
755222758L,202X,1
755222760L,202X,6
755222760R,202X,5
755222761L,202X,1
755222761R,202X,1
755222762L,202X,1
755222762R,202X,1
755222763L,202X,1
755222763R,202X,2
755222764L,202X,1
755222764R,202X,1
755222765L,202X,1
755222765R,202X,1
755222766L,202X,1
755222766R,202X,1
755277059L,405X,8
755277059R,405X,7
755277060L,405X,4
755277060R,405X,1
756035178L,405X,11
756035178R,405X,8
756035179L,405X,4
756035179R,405X,2
759498707R,103X,1
759498708R,103X,1
759498711L,103X,2
759498712R,102X,2
759498713R,102X,3
759645966R,303X,1
759887223R,102X,1
759969374L,302X,2
760116006L,204X,7
760116006R,204X,6
760116007L,204X,4
760116007R,204X,6
760116009L,202X,1
760118366R,103X,1
760120220R,302X,1
760120221R,303X,1
760120224L,303X,3
760120224R,303X,2
760120225L,303X,2
760120225R,303X,4
760305824L,303X,3
760307329R,404X,5
760308185L,403X,23
761685153L,702X,1
762154603L,204X,2
762154605L,104X,1
762154606L,204X,4
762154607L,204X,1
762162474L,104X,5
762162475L,104X,5
762162476R,203X,1
762162479R,203X,1
762169209L,105X,1
762169210R,104X,5
762169991R,203X,2
762169994R,203X,1
762386051L,104X,2
762386054L,203X,1
762386054R,203X,3
762386055L,203X,7
762387606L,203X,1
762387606R,203X,1
762405551L,205X,1
762467793R,404X,1
762467794R,404X,4
762636495R,504X,4
762636496R,505X,2
762636499L,202X,1
776736238L,503X,2
776736238R,503X,2
779342878L,303X,8
779342878R,303X,1
779342879L,303X,7
779566013R,303X,1
782473199L,404X,11
782473199R,405X,9
782473200L,404X,2
782473201L,405X,1
782473201R,405X,1
782473474L,405X,2
782473475R,405X,4
782473476L,405X,3
782473476R,405X,6
782473477L,405X,1
782473479L,405X,2
782473480L,405X,6
782473480R,405X,8
782473481R,405X,5
782473482L,405X,4
782474765L,404X,2
782474766L,404X,2
782620588L,203X,3
782620588R,203X,2
782645611L,404X,1
782645612L,404X,7
782645612R,404X,4
782645613L,404X,6
782645613R,404X,3
782645614R,404X,4
799882104L,104X,4
799882104R,104X,1
802495412L,401X,16
802495412R,401X,7
802495413L,402X,1
802495413R,402X,2
802495414L,401X,8
802495414R,401X,9
802495415L,401X,10
802495415R,401X,13
802495416L,402X,2
802495416R,402X,1
802495417L,402X,1
802495417R,402X,3
802495418L,402X,1
802495418R,402X,2
802495419L,402X,1
802495419R,402X,2
802495420L,402X,2
802495420R,402X,2
802495421L,402X,1
802495421R,402X,1
802495422R,401X,4
802495423L,401X,4
802495423R,401X,4
802495424L,401X,4
802495424R,401X,5
802495425L,401X,5
802495425R,402X,1
802495426L,401X,5
802495426R,401X,5
802495428L,402X,2
802495428R,402X,1
802495429R,401X,3
802495430L,402X,1
802495430R,402X,1
802495431L,402X,2
802495431R,402X,3
802495432L,402X,1
802495432R,402X,2
802495434L,402X,2
802495434R,402X,2
802495435L,402X,1
802495435R,402X,1
802495436L,402X,1
802495436R,402X,2
802495438L,402X,2
802495438R,402X,2
802495439L,402X,1
802495439R,402X,2
802495440L,402X,2
802495440R,402X,2
802495441L,401X,3
802495441R,401X,3
802495442L,402X,3
802495442R,402X,1
802495443L,402X,2
802495443R,402X,3
802495444L,402X,1
802495444R,402X,2
802495446L,402X,1
802495446R,402X,2
806766643R,104X,2
806766644L,104X,10
806766644R,104X,13
806766646L,104X,13
806766646R,104X,12
813325037L,205X,1
813435507L,303X,1
814210926L,303X,3
814210926R,303X,4
814210927R,303X,2
814210928L,303X,7
814210928R,303X,9
814210929L,303X,7
814210929R,303X,10
814210930L,303X,2
814210931L,303X,7
814210931R,303X,4
814210933R,303X,1
814210934L,303X,5
814210934R,303X,5
814210935L,303X,12
814210935R,303X,8
814210936R,303X,5
814210937L,303X,4
814210937R,303X,3
814210938L,303X,2
814210938R,303X,7
820337998L,503X,1
820338000L,503X,4
820338002R,503X,10
820338004L,503X,2
820338005R,503X,1
820338006L,503X,10
820338006R,503X,9
820338007L,503X,9
820338008L,503X,9
820338012R,503X,6
820338013R,503X,15
820338019L,503X,1
820338019R,503X,2
820338020R,503X,3
820338022L,503X,6
820338023L,503X,9
820338023R,503X,7
820338026L,503X,1
820338026R,503X,1
820338027L,503X,17
820338027R,503X,14
820338028L,503X,2
820338028R,503X,4
820833561L,104X,1
820833561R,104X,1
820833566L,104X,1
820833569R,104X,1
820833571L,104X,2
820836501L,104X,10
820879995R,305X,3
820881281R,305X,1
820884477L,402X,4
820884477R,402X,9
820884484L,402X,1
821240591L,104X,5
821240593L,104X,3
821240594L,104X,1
821240601L,203X,2
821240766L,203X,1
821299560L,104X,1
821377106L,104X,3
822402835L,405X,1
822402836L,405X,1
826442505L,403X,1
826442505R,403X,5
826442506L,403X,4
826442506R,403X,9
826442508R,403X,5
826442509R,403X,4
826443097L,403X,5
826443098L,403X,5
826443100L,403X,5
833362443L,405X,2
833362443R,405X,1
833363743L,105X,2
833672651L,305X,2
833672653L,305X,4
833672654R,305X,2
833672656L,304X,1
833672657L,305X,2
833675221R,504X,2
833677812R,205X,11
833677862R,504X,2
833678735L,104X,3
833678736L,104X,3
833962466R,203X,4
834052932L,103X,1
834211712R,402X,3
836262054L,503X,3
836262055L,503X,2
836262061R,503X,3
836262088L,503X,2
836262088R,503X,3
836262091R,503X,3
836262092L,503X,1
836262092R,503X,1
836262109L,503X,3
836262109R,503X,8
836262110R,503X,3
836262114L,503X,9
836262114R,503X,7
836262119L,503X,2
836262119R,503X,3
836262120L,503X,1
836266651L,403X,1
841473162L,302X,2
841473164L,302X,10
841473166L,302X,2
851224382L,103X,3
851224383L,103X,2
851224383R,104X,2
851224384L,103X,6
851224384R,104X,9
851224385L,302X,2
851224400L,102X,2
851224400R,102X,2
851224401L,102X,7
851224401R,102X,4
851224402L,102X,3
851224402R,102X,1
851224403L,305X,11
851224403R,305X,9
851224408L,303X,1
851224408R,303X,1
851224409L,303X,4
851224410L,303X,3
851224410R,303X,4
851224411L,303X,4
851224420L,302X,8
851224420R,302X,7
851224421L,302X,2
851224421R,302X,29
851224423R,303X,2
851224424L,303X,1
851224427R,303X,3
851224430L,302X,2
851224430R,302X,2
851225978R,402X,2
851226003L,105X,2
851226003R,105X,2
851226004L,105X,1
851226005L,105X,1
851226007L,503X,4
851226007R,503X,3
851226008R,503X,138
851226023L,402X,2
851226023R,402X,59
851233653L,205X,1
851233653R,205X,3
851233654L,203X,1
851233654R,205X,4
851233655L,203X,1
851233655R,205X,1
883620815R,102X,2
884137966L,102X,6
884138820R,102X,1
884138822L,102X,1
884138827L,102X,7
884138828L,102X,5
884138833R,102X,1
884141071L,102X,8
884141072L,102X,3
887932285L,403X,4
887955900L,102X,1
887959578L,103X,3
887959581L,103X,1
887959584L,103X,2
887959584R,103X,2
887964570L,305X,5
887964570R,305X,5
887964571L,305X,6
887964571R,305X,5
887964572L,302X,2
887964572R,305X,4
887964573L,302X,9
887964573R,305X,7
887965202R,103X,2
887965203R,103X,1
887967221R,203X,1
887967222L,203X,2
887967225R,203X,1
887967231L,203X,1
887967231R,203X,1
887967232R,203X,1
887967233R,203X,1
887967237L,203X,2
887967247L,203X,2
887967247R,203X,3
887967248R,203X,4
887967254L,203X,1
887968321L,203X,1
887968322L,203X,2
887968323R,404X,1
888047959R,203X,1
893965445R,104X,1
893965446R,104X,2
910669165R,302X,4
910669166L,302X,2
910669166R,302X,1
915251533L,505X,1
915251536L,502X,1
915251536R,502X,1
915251538L,502X,1
915251538R,502X,7
915251539L,502X,1
915251539R,502X,3
915251540L,502X,4
915251540R,502X,4
915251541L,502X,4
915251543L,502X,3
915251543R,502X,1
915251545L,502X,4
915251545R,502X,2
919851148L,401X,1
925816705L,403X,2
925816707L,403X,6
925816707R,403X,3
925816709L,403X,3
925816709R,403X,5
925816710L,403X,5
925816710R,403X,5
926060229L,304X,1
926060229R,304X,6
926060230L,304X,11
926060230R,304X,6
926060729L,304X,3
926060730L,304X,6
926061219L,305X,8
926061219R,305X,2
926061220L,305X,13
926061220R,305X,8
926061252L,305X,2
926061253L,305X,4
926063097L,304X,2
926063097R,304X,1
926063098L,304X,3
926063098R,304X,1
926130459L,405X,2
926130459R,405X,1
926130460L,405X,7
926130460R,405X,5
926130461L,405X,14
926130461R,405X,15
926331793R,303X,1
926478312R,403X,1
926711553R,503X,2
926711554L,503X,11
926711554R,503X,16
928065203L,202X,4
928065203R,202X,2
928065204L,202X,5
928065204R,202X,4
928065207L,204X,2
928065207R,204X,3
928065208L,204X,3
928065208R,204X,2
928066715L,504X,3
928066715R,502X,4
928066717L,502X,12
928066717R,502X,13
928066718R,502X,1
928066719L,504X,1
928066719R,502X,1
928066720R,502X,2
928066721L,504X,3
928066721R,502X,5
928066722L,502X,2
928066722R,504X,2
928066723L,502X,1
928066724L,502X,4
928066724R,502X,5
928067622L,504X,4
928067622R,504X,6
928067623L,504X,1
928067623R,504X,4
929724182L,203X,6
929724188L,203X,2
941430544L,502X,1
941430544R,502X,2
941430545L,502X,4
941430545R,502X,5
945317229L,303X,1
946022875L,303X,1
946022878L,303X,1
946022878R,303X,4
946022888L,303X,2
946022898R,303X,1
946033876R,403X,1
946127370L,103X,4
946127376R,304X,2
946127377L,304X,5
946127379L,304X,4
946127379R,304X,4
946127380L,304X,5
946127380R,304X,7
946127383L,103X,3
946127385L,103X,1
946127386L,103X,1
946127387L,304X,1
946127390L,304X,15
946127390R,304X,18
946136495L,304X,4
946136495R,304X,3
946136511R,304X,2
946136512R,304X,2
946136516R,102X,2
946136530L,304X,2
946136530R,304X,2
946136533R,303X,1
946136538R,304X,1
946136539L,304X,3
946136539R,304X,4
946147716R,403X,5
946147717R,403X,3
946147718R,403X,1
946147719R,403X,1
946147727L,402X,18
946147727R,402X,4
946147728L,402X,5
946147728R,402X,6
946147729L,403X,1
946147730R,402X,1
946147736R,403X,2
946155072L,401X,1
946155073L,401X,3
946750972L,502X,1
