ref_id_side,route,count
23712946R,4F3B,3
23712948L,4F3B,3
23712948R,4F3B,1
23712950L,4F3B,4
23712950R,4F3B,5
23712951R,3F3A,12
23712952L,3F1A,8
23712952R,3F1A,8
23712953R,3F3B,1
23712954L,3F3B,21
23712954R,3F3B,27
23712959R,4F3B,5
23712960R,4F3B,5
23712988L,4F3B,7
23712988R,4F3B,9
23712989R,4F3B,4
23712990R,4F3B,5
23713017L,3F3A,8
23713017R,3F3A,9
23713018L,4F3B,2
23713018R,4F3B,3
23713038L,3F3A,1
23713039L,3F1A,7
23713039R,3F1A,8
23713040L,3F1A,1
23713040R,3F1A,1
23713041L,3F3B,3
23713041R,3F3B,7
23713042L,3F3A,5
23713042R,3F3A,5
23713064L,4F3B,8
23713064R,4F3B,8
23713165L,4F3B,4
23713165R,4F3B,6
23713310R,4F3B,4
23713311L,4F3B,1
23713311R,4F3B,7
23713776L,5F2A,26
23713776R,5F2A,22
23713807L,5F1B,8
23713807R,5F1B,9
23713808L,5F1B,9
23713808R,5F1B,13
23713849L,4F1B,2
23713849R,4F1B,6
23713850L,4F1B,2
23713850R,4F1B,6
23713920L,4F3A,23
23713920R,4F3A,17
23713996L,4F1B,6
23713996R,4F1B,7
23714000L,2F1A,4
23714000R,2F1A,5
23714001L,2F1A,5
23714001R,2F1A,5
23714027L,3F3B,5
23714027R,3F1A,2
23714028L,3F3B,3
23714028R,3F1A,8
23714029L,3F3B,7
23714029R,3F1A,3
23714119R,2F1B,3
23714120L,5F3A,1
23714120R,5F3A,1
23714121L,5F3A,1
23714121R,5F3A,2
23714122L,5F3A,1
23714122R,5F3A,1
23714123L,5F3A,4
23714123R,5F3A,3
23714124L,5F3A,5
23714124R,5F3A,5
23714157L,1F1B,4
23714157R,1F1B,2
23714158L,1F1B,1
23714158R,1F1B,1
23714187L,1F1A,9
23714187R,1F1A,9
23714188L,1F1A,8
23714188R,1F1A,8
23714189R,1F1A,1
23714217L,2F1A,4
23714217R,2F1A,4
23714218L,2F1A,3
23714218R,2F1A,3
23714219L,1F3A,5
23714219R,1F3A,3
23714220L,1F3A,5
23714220R,1F3A,5
23714305R,2F1B,2
23714322L,3F1A,9
23714322R,3F1A,11
23714324R,3F1A,2
23714338R,1F3A,1
23714354R,2F3B,2
23714355R,2F3B,1
23714356R,2F3B,11
23714360R,2F1B,12
23714496L,2F1A,1
23714496R,2F1A,3
23714522L,1F3B,6
23714522R,1F3B,4
23714555L,2F3B,14
23714555R,2F3B,11
23714793R,4F3B,2
23714794R,4F3B,4
23714977L,5F3B,5
23714977R,5F3B,7
23715135L,5F3B,3
23715135R,5F3B,6
23715155R,5F2A,10
23715156L,5F2A,4
23715156R,5F2A,3
23715181L,5F3A,6
23715181R,5F3A,11
23715202L,5F2A,2
23715202R,5F2A,7
23715229L,3F1B,10
23715229R,3F1B,4
23715230L,3F1B,5
23715354L,3F1A,4
23715354R,3F1A,1
23715415R,4F3B,1
23715533L,1F1A,3
23715533R,1F1A,4
23715538L,3F1B,3
23715539L,3F1B,5
23715541L,3F1B,3
23715543L,3F1B,2
23715543R,3F3B,1
23715544R,3F3B,5
23715545R,3F3B,1
23715547L,3F1B,1
23715550L,3F3B,10
23715550R,3F3B,8
23715553L,3F3B,9
23715553R,3F3B,18
23715654L,1F3A,23
23715654R,1F3A,24
23715818L,5F1B,2
23715842L,2F3B,7
23715842R,2F3B,7
23715843L,2F3B,13
23715843R,2F3B,14
23715844L,2F3B,4
23715845R,2F3B,4
23715846R,2F3B,4
23715847L,2F3B,9
23715847R,2F3B,10
23715848L,2F3B,4
23715911L,2F2A,15
23715911R,2F2A,21
23715914L,4F3A,4
23715914R,4F3A,4
23715915L,4F3A,2
23715916L,4F3A,2
23715916R,4F3A,10
23715917L,4F3A,4
23715917R,4F3A,3
23715919L,4F3A,3
23715919R,4F1A,1
23716068L,1F3B,7
23716068R,1F3B,2
23716069L,1F3B,6
23716069R,1F3B,5
23716070L,1F3B,3
23716366L,3F1A,11
23716366R,3F1A,11
23716375L,4F2B,14
23716375R,4F2B,15
23716376L,4F2B,4
23716376R,4F2B,4
23716563R,2F1A,4
23716571L,3F1B,1
23716571R,3F1B,3
23716573R,3F1B,3
23716578L,4F2B,5
23716578R,4F2B,6
23716579L,4F2B,12
23716579R,4F2B,12
23716580L,2F1A,2
23716581L,4F2B,8
23716581R,4F2B,7
23716582R,4F2B,9
23716583L,2F1A,2
23716583R,2F1A,1
23716584R,2F1A,2
23716585R,2F1A,1
23716604L,1F3B,4
23716604R,1F3B,3
23716605L,1F3B,8
23716605R,1F3B,7
23716608L,1F3B,2
23716609L,1F3B,2
23716610L,1F3B,3
23716610R,1F3B,4
23716611L,1F3B,1
23716611R,1F3B,2
23716612L,1F3B,1
23716612R,1F3B,4
23716615L,2F1A,6
23716621L,5F3B,2
23716621R,5F3B,1
23716622L,5F3B,16
23716622R,5F3B,25
23716627L,5F1A,13
23716627R,5F1A,16
23716820L,3F1A,9
23716820R,3F1A,9
23716827L,4F3A,11
23716827R,4F3A,18
23716828L,4F3A,8
23716828R,4F3A,6
23716851L,4F3A,15
23716851R,4F3A,13
23716855L,4F3A,1
23716876L,2F1B,2
23716876R,2F1B,3
23716877L,2F1B,2
23716877R,2F1B,5
23716878L,2F1B,2
23716878R,2F1B,3
23716879L,2F1B,13
23716879R,2F1B,13
23717036L,3F3A,6
23717036R,3F3A,6
23717121L,5F1B,2
23717121R,5F1B,5
23717122L,5F1B,2
23717122R,5F1B,3
23717123L,5F1B,1
23717123R,5F1B,5
23717200L,5F1B,2
23717200R,5F1B,2
23717275L,5F3B,8
23717275R,5F3B,9
23717347R,4F2A,2
23717451R,3F1B,4
23717452R,3F1B,5
23717455R,3F1B,1
23717457R,3F1B,10
23717498R,3F3A,11
23717499R,3F3A,6
23717612L,5F1A,4
23717612R,5F1A,1
23717613L,5F1A,6
23717613R,5F1A,6
23717699R,4F3B,24
23717734L,2F1B,6
23717734R,2F1B,6
23717830L,4F3A,2
23717830R,4F3A,1
23717983L,5F3B,8
23717983R,5F3B,5
23717996L,3F3A,1
23717996R,3F3A,2
23718032L,3F3B,11
23718032R,3F3B,3
23718062L,2F3B,12
23718062R,2F3B,9
23718092L,5F3A,7
23718092R,5F3A,8
23718101L,4F1B,1
23718102L,4F1B,5
23718102R,4F1B,5
23718105L,2F1A,3
23718105R,2F1A,4
23718106L,2F1A,5
23718106R,2F1A,5
23719775L,4F3A,6
23719775R,4F3A,41
23719828R,4F3B,14
23719829L,3F3A,12
23719830L,3F3A,7
23719831L,3F3A,2
23719831R,3F3A,5
23719832R,3F3A,2
23719833L,3F3A,6
23719833R,3F3A,6
23719834L,3F3A,6
23719834R,3F3A,5
23719840R,4F3B,1
23719841R,4F3B,16
23719842L,4F3B,4
23719842R,4F3B,8
23719844R,3F3A,1
23719845L,4F3B,13
23719845R,4F3B,7
23719929R,5F1B,2
23719930L,5F1B,1
23719930R,5F1B,4
23719932L,5F1B,1
23719933L,5F1B,6
23719933R,5F1B,5
23719934L,5F1B,2
23719934R,5F1B,1
23719936L,5F3B,5
23719936R,5F3B,4
23719937L,5F3B,2
23719937R,5F3B,4
23719938L,5F3B,4
23719938R,5F3B,9
23719939L,5F1B,9
23719939R,5F1B,8
23719941L,5F1B,11
23719941R,5F1B,7
23719957L,1F3A,9
23719957R,1F3A,8
23719958R,1F3A,6
23719959L,1F3A,11
23719959R,1F3A,5
23719960L,1F3A,1
23719960R,1F3A,4
23719962L,3F3B,1
23719962R,3F3B,1
23719964L,3F3B,8
23720009L,3F3A,9
23720009R,3F3A,2
23720010R,3F3A,1
23720013L,2F1B,1
23720013R,2F1B,7
23724723L,2F3B,2
23724723R,2F3B,3
23724787R,5F1B,3
23724788R,5F1B,1
23724789L,5F1B,5
23724789R,5F1B,2
23724931R,5F1A,5
23724937L,5F3B,1
23724937R,5F3B,3
23724964L,5F2A,1
23725121R,4F3B,2
23725122R,4F3B,4
23725123R,4F3B,1
23725229L,3F3B,8
23725229R,3F3B,3
23725253L,3F3A,1
23725255L,3F3A,1
23725567R,3F3A,1
23726473L,2F3A,4
23726473R,2F3A,5
23726474L,2F3A,10
23726474R,2F3A,9
23726868R,4F1B,1
23726953L,4F1A,1
23726954R,4F1A,1
23726955R,4F1A,1
23726956L,5F3B,5
23726956R,5F3B,8
23726958L,4F1B,2
23726958R,4F1B,5
23727072L,5F3B,3
23727072R,5F3B,3
23727073L,3F1B,2
23727075L,3F3B,5
23727356L,4F1B,7
23727356R,4F1B,8
23728791L,5F1B,8
23728791R,5F1B,8
23728792L,5F1B,9
23728792R,5F1B,8
23728793L,5F1B,4
23728794L,5F1B,3
23728794R,5F1B,1
23728795L,5F1B,3
23729039L,5F3A,2
23729039R,5F3A,7
23729877L,5F2A,11
23729877R,5F2A,7
23729878L,5F2A,4
23729878R,5F2A,1
23729879L,5F2A,3
23729879R,5F1A,1
23730052L,4F1A,12
23730052R,4F1A,16
23730053L,4F1A,9
23730053R,4F1A,14
23730056L,4F3B,10
23730056R,4F3B,12
23730058L,4F3B,9
23730058R,4F3B,9
23730059L,4F3B,3
23730169L,5F2A,3
23730169R,5F2A,4
23730173L,3F1B,3
23730180L,2F3B,12
23730180R,2F3B,8
23730184L,5F1B,8
23730184R,5F1B,12
23730185L,2F3A,1
23730185R,2F3A,3
23730421L,5F2A,7
23730421R,5F2A,3
23730422L,5F2A,2
23730646L,1F2B,10
23730646R,1F2B,2
23731666L,3F3A,4
23731666R,3F1A,3
23731670L,2F1B,4
23731671L,2F3A,10
23731672L,2F3A,1
23731672R,2F3A,6
23732190L,5F1B,2
23732190R,5F1B,5
23732191L,5F1B,7
23732191R,5F1B,4
23732192L,5F1B,1
23732192R,5F1B,2
23732193L,5F1B,4
23732194L,5F1B,4
23732194R,5F1B,4
23732195L,5F1B,7
23732195R,5F1B,4
23732196R,5F1B,6
23732197R,5F1B,3
23732198L,5F1B,4
23732198R,5F1B,3
23732199L,5F1B,2
23732199R,5F1B,5
23732433L,5F3A,5
23732434L,5F3A,7
23732434R,5F3A,14
23732435L,5F3A,7
23732435R,5F3A,7
23732436R,5F3A,7
23732437L,5F3A,2
23732437R,5F3A,8
23732438L,5F3A,7
23732438R,5F3A,7
23735457L,2F3A,3
23735457R,2F3A,5
23735458L,2F3A,6
23735458R,2F3A,1
23736251L,5F2A,4
23736251R,5F2A,4
23736252R,5F2A,2
23736253R,5F2A,8
23736254R,5F2A,11
23736259L,3F1A,4
23736259R,3F1A,3
23736261L,2F1A,1
23736268R,2F1A,1
23736275L,5F1A,5
23736275R,5F1A,2
23736276L,5F1A,15
23736276R,5F1A,19
23736277L,5F1A,2
23736277R,5F1A,2
23736278L,5F1A,1
23736279L,5F1A,2
23736279R,5F1A,1
23736280L,5F1A,4
23736280R,5F1A,8
23736281L,5F1A,13
23736281R,5F1A,13
23736282L,5F1A,16
23736282R,5F1A,7
23736285L,5F1A,5
23736285R,5F1A,13
23736286L,5F1A,1
23736286R,5F1A,4
23736323L,5F1A,5
23736323R,5F1A,9
23736324L,5F1A,4
23736324R,5F1A,5
23736325R,5F2A,2
23736958L,5F3A,2
23736959L,5F3A,4
23736959R,5F3A,2
23738669L,1F1B,3
23738669R,1F1B,1
23738671L,1F3B,6
23738671R,1F3B,3
23738674L,4F2B,15
23738674R,4F2B,14
23738675L,4F1B,8
23738675R,4F1B,8
23738679R,1F1A,4
23738680L,1F1A,4
23738680R,1F1A,3
23738820L,1F1A,1
23738820R,1F1A,3
23738821L,1F1A,2
23738821R,1F1A,2
23738822L,2F3B,6
23738824L,2F3B,12
23738824R,2F3B,15
23738827L,2F3A,6
23738827R,2F3A,5
23738834L,2F2A,7
23738834R,2F2A,3
23738835L,2F2A,19
23738835R,2F2A,19
23738839L,2F3A,7
23738839R,2F3A,6
23738841L,2F3A,10
23738841R,2F3A,10
23738842L,2F3A,7
23738842R,2F3A,9
23738843L,2F3A,9
23738843R,2F3A,12
23738844L,2F1B,18
23738844R,2F1B,17
23738845L,2F1B,3
23738846L,1F3A,5
23738846R,1F3A,3
23738847R,1F3A,3
23738848L,5F3B,6
23738848R,5F3B,5
23738850L,5F3A,5
23738850R,5F3A,11
23738851L,5F3A,7
23738851R,5F3A,7
23738855L,5F1A,1
23738858L,5F1B,12
23738858R,5F1B,12
23738859L,5F1B,8
23738859R,5F1B,3
23738860L,5F3B,8
23738860R,5F3B,9
23738861R,5F3B,4
23738862L,5F3B,7
23738862R,5F3B,7
23738865L,5F1B,6
23738865R,5F1B,3
23738899R,4F1A,4
23738900R,4F1A,3
23738901R,4F1A,3
23738902R,4F1A,5
23738903R,4F1A,3
23738904R,4F1A,2
23738905R,4F1A,1
23738910L,4F1A,4
23738911L,4F1A,5
23738912L,4F1A,4
23738913L,4F1A,4
23738914L,4F1A,4
23738915L,4F1A,13
23738915R,4F1A,13
23738916L,4F1A,5
23738916R,4F1A,5
23738918L,4F1A,13
23738921L,4F1A,16
23738921R,4F1A,15
23738922L,4F1A,17
23738922R,4F1A,15
23738923L,4F1A,18
23738923R,4F1A,17
23738924L,4F1A,6
23738924R,4F1A,18
23738925L,4F1A,10
23738925R,4F1A,9
23738926L,4F1A,10
23738926R,4F1A,11
23738927L,4F1A,9
23738927R,4F1A,9
23738928L,4F1A,9
23738928R,4F1A,9
23738930L,4F1A,10
23738930R,4F1A,9
23738932R,4F1A,1
23738934R,4F1A,8
23738936L,5F1A,3
23738937L,5F1A,1
23738938L,5F1A,1
23738939L,5F1A,1
23738942L,5F1A,7
23738943R,5F1A,5
23738944R,5F1A,5
23738945R,5F1A,4
23738947L,5F1A,12
23738947R,5F1A,11
23738949L,5F1A,13
23738949R,5F1A,12
23738950L,5F1A,13
23738950R,5F1A,12
23738951L,5F1A,13
23738951R,5F1A,12
23738952R,5F1A,8
23738953R,5F1A,1
23738954L,5F1A,12
23738954R,5F1A,6
23738955L,5F1A,3
23738956L,5F1A,3
23738956R,5F1A,1
23738957R,5F1A,1
23738958L,5F1A,10
23738958R,5F1A,10
23738959R,5F1A,4
23738960R,5F1A,3
23738961L,5F1A,11
23738961R,5F1A,11
23738962L,5F1A,12
23738962R,5F1A,12
23738963R,5F1A,4
23738964R,5F1A,4
23738965L,5F1A,2
23738965R,5F1A,4
23738966L,5F1A,5
23738966R,5F1A,4
23738967L,5F1A,3
23738967R,5F1A,5
23740613L,5F2A,8
23740613R,5F2A,9
23740615L,5F2A,19
23740615R,5F2A,25
23740616L,5F2A,1
23740616R,5F2A,4
23748341L,3F3B,6
23748341R,3F3B,4
23749160R,4F2B,3
23752689L,2F2A,5
23752714L,5F3A,4
23752714R,5F3A,3
23752728L,5F3A,2
23752728R,5F3A,3
23752729L,5F3A,5
23752729R,5F3A,2
23752732L,1F1A,7
23752732R,1F1A,4
23752734L,5F3A,5
23752921L,3F3A,1
23752928L,3F3A,9
23752928R,3F3A,5
23752930L,3F3B,5
23752930R,3F3B,5
23752931R,3F3B,2
23752932L,3F3B,2
23752932R,3F3B,3
23752933L,3F3B,4
23752933R,3F3B,5
23752934L,3F3B,5
23752934R,3F3B,5
23753043L,3F3B,5
23753043R,3F3B,5
23753044R,3F3B,4
23753045L,3F3B,7
23753045R,3F3B,8
23753046L,3F3B,1
23753046R,3F3B,3
23753049L,3F3B,5
23753049R,3F3B,4
23753051R,3F3B,7
23753062R,4F3B,3
23753063R,4F3B,4
23753067R,4F3B,3
23753069L,4F3B,6
23753069R,4F3B,3
23753072R,4F3B,1
23753073L,3F1A,5
23753104L,3F3B,6
23753104R,3F3B,4
23753106L,3F3B,1
23753106R,3F1A,2
23753107R,3F1A,1
23753108L,4F3A,12
23753108R,4F3A,12
23754848L,1F3B,8
23754850L,1F3B,3
23754850R,1F3B,3
23754851L,1F3B,8
23754851R,1F3B,8
23754852R,1F3B,1
23754853L,1F3B,6
23754853R,1F3B,6
23754854L,1F3B,6
23754854R,1F3B,6
23754855L,1F3B,2
23756425L,5F1B,4
23756425R,5F1B,3
23756426L,5F1B,6
23756426R,5F1B,5
23756427L,5F1B,16
23756427R,5F1B,12
23756428L,5F1B,9
23756428R,5F1B,11
23756429L,5F1B,4
23756429R,5F1B,3
23756430R,5F1B,1
23771150R,4F3B,1
23771152L,5F1B,5
23771153R,5F1B,3
23771211L,3F3B,10
23771211R,3F3B,2
23771213L,4F3A,10
23771277R,3F3A,3
23771279L,3F3A,5
23771282L,4F3A,12
23771282R,4F3A,13
23771284L,4F1A,9
23771284R,4F1A,9
23771286R,3F3B,1
23771650R,2F2A,2
23771651R,2F2A,1
23797263L,1F3B,4
23797263R,1F3B,2
23798749L,5F3B,1
23798749R,5F3B,3
23798751L,5F3B,7
23798751R,5F3B,11
23798754L,5F1B,4
23798754R,5F1B,7
23798755R,5F3B,5
23798757R,2F3B,5
23837719L,1F2B,11
23837719R,1F2B,11
23838615L,1F1A,1
23838615R,1F1A,3
23838618L,1F1A,1
23838620R,1F3A,4
23841050L,4F3A,8
23841290L,3F3B,5
23841290R,3F3B,4
24520750R,5F3A,2
24532523L,4F2B,10
24532523R,4F2B,11
24532524L,4F2B,7
24532524R,4F2B,5
24532553R,1F2B,3
24532555L,1F2B,10
24532555R,1F2B,10
24532557L,1F2B,1
24532558L,1F2B,7
24532558R,1F2B,6
24532559R,1F2B,5
24532560L,1F2B,6
24532561R,1F2B,14
24532562L,1F2B,2
24532563L,1F2B,5
24532563R,1F2B,1
24532564L,1F2B,1
24532564R,1F2B,2
24532565L,1F2B,8
24532565R,1F2B,3
24532566R,1F2B,13
24532567L,1F2B,9
24532567R,1F2B,2
24532568L,1F2B,1
24532568R,1F2B,3
24532569L,1F2B,2
24532569R,1F2B,2
24532571L,1F2B,3
24532571R,1F2B,5
24532572L,1F2B,1
24532572R,1F2B,3
24532573L,1F2B,1
24532573R,1F2B,8
24532574L,1F2B,3
24532574R,1F2B,1
24532575L,1F2B,7
24532575R,1F2B,7
24532576L,1F2B,5
24532576R,1F2B,1
24532577L,1F2B,2
24532577R,1F2B,9
24552805L,3F1A,4
24552805R,3F1A,8
24552807R,3F1A,1
24552808R,3F1A,2
24552872R,1F3A,2
24552873R,1F3A,1
24556322L,4F2B,1
24556323L,4F2B,5
24556323R,4F2B,4
24562576L,4F2B,8
24562576R,4F2B,8
24562581L,4F2B,8
24562581R,4F2B,9
24576535R,2F1B,2
24576540L,2F1B,1
24576867L,5F3A,9
24576867R,5F3A,2
24576869L,5F3B,3
24576869R,5F1B,1
24576870L,5F1B,1
24580813L,3F1A,3
24580813R,3F1A,4
24580824L,3F1A,7
24581445L,5F3A,6
24602217L,1F3A,5
24602217R,1F3A,2
24603034R,1F3B,2
24608999L,3F3A,3
24611881R,5F1A,3
24611882L,5F1A,4
24611882R,5F1A,9
24615124L,5F1A,3
24615124R,5F1A,3
24615125L,5F1A,3
24615125R,5F1A,4
24615138R,5F2A,10
24615139L,5F2A,8
24618345L,3F3A,9
24618346R,3F3A,6
24618347R,3F3A,11
24618385R,3F3A,4
24618386R,3F3A,4
24618387R,5F1B,2
24618389L,5F1B,13
24618389R,5F1B,8
24618411L,5F1A,6
24618411R,5F1A,4
24618413L,5F1A,10
24618413R,5F1A,24
24618438L,3F3A,9
24618439L,3F3A,8
24618440R,3F3A,13
24618471L,5F2A,1
24618472R,5F2A,4
24618473L,5F2A,1
24618473R,5F2A,5
24626845L,2F1B,3
24626845R,2F1B,5
24626846L,2F1B,6
24626846R,2F1B,14
24626847L,2F3B,9
24626847R,2F3B,4
24626848L,2F3B,5
24626848R,2F3B,2
24626849L,3F1B,14
24626849R,3F1B,12
24626850L,3F1B,12
24626850R,3F1B,19
24626851R,3F3B,3
24626852R,3F3B,1
24626881L,5F3A,3
24626881R,5F3A,10
24626882L,5F3A,5
24626882R,5F3A,8
24626883L,5F1B,2
24626883R,5F1B,1
24626884L,5F1B,16
24626884R,5F1B,9
24626894L,5F2A,9
24632409L,4F2A,3
24632410R,4F2A,10
24632428L,4F2A,10
24632428R,4F2A,8
24632431R,4F2A,2
24632432L,4F2A,4
24632432R,4F2A,4
24632434L,4F2A,3
24632435L,4F2A,4
24632435R,4F2A,4
24632436L,4F2A,6
24632437L,4F2A,4
24632437R,4F2A,4
28398703L,4F1A,4
28398703R,4F1A,3
28399973L,4F3A,5
28399973R,4F3A,5
28400302L,4F2A,1
28400302R,4F2A,1
28400303R,4F2A,1
28400310L,4F2A,4
28400310R,4F2A,3
28400312L,4F2A,3
28400312R,4F2A,4
28400318L,4F2A,1
28400318R,4F2A,1
28435681R,1F2B,1
28472089R,4F2A,4
28472090L,4F2A,6
28472093L,4F2A,6
28472093R,4F2A,6
28472095L,4F2A,6
28472097L,4F2A,4
28472098L,4F2A,5
28486323L,1F1B,4
28486323R,1F1B,1
28486325L,1F1B,4
28486325R,1F1B,6
28486326L,1F1B,4
28486326R,1F1B,4
28486771R,3F3B,3
28486772L,3F3B,3
28486772R,3F3B,2
28486867L,1F1B,8
28486867R,1F1B,2
28486868L,1F1B,5
28486868R,1F1B,5
28486869L,1F1B,2
28486869R,1F1B,3
28498223L,1F2B,29
37827524L,4F2A,12
37827524R,4F2A,12
37827526L,1F2B,18
37830797L,4F1B,2
37830797R,4F1B,11
37830798R,4F1B,3
37831714L,4F3B,6
37831715L,4F3B,15
37831715R,4F3B,5
37831716L,4F3B,11
37831716R,4F3B,6
37831718L,3F3B,1
37831719L,3F3B,3
37831719R,3F3B,7
37831720L,3F3B,2
37831720R,3F3B,5
37831721L,3F3B,6
37831722L,3F3B,3
37832839L,1F2B,5
37832844L,5F3A,15
37832844R,5F3A,25
37832845L,5F3A,6
37832845R,5F3A,5
37832846L,5F3A,1
37851243R,4F2A,3
37851244R,4F2A,1
37851245L,4F2A,9
37851245R,4F2A,8
37851246L,4F2A,4
37851246R,4F2A,2
37851247L,4F2A,1
37851247R,4F2A,2
37851248L,4F2A,1
37853293R,1F3B,4
707426016R,5F3A,3
707426018L,5F3A,3
707426018R,5F3A,3
711399329L,4F2A,7
711399329R,4F2A,10
711399330R,4F2A,4
711399331L,4F2A,5
711399331R,4F2A,7
711399702L,4F2A,9
711399702R,4F2A,8
711571232L,4F2A,5
711571232R,4F2A,3
711571233L,4F2A,3
711571233R,4F2A,5
711571234R,4F2A,5
711571235L,4F2A,3
711571235R,4F2A,2
711571236L,4F2A,1
711571236R,4F2A,2
711571237L,4F2A,1
711571238L,4F2A,5
711571238R,4F2A,4
711571239L,4F2A,6
711571239R,4F2A,1
711571240L,4F2A,4
711571240R,4F2A,4
711571241L,4F2A,4
711571241R,4F2A,2
711571243L,4F2A,1
711571244L,4F2A,4
711571245L,4F2A,4
711571245R,4F2A,4
711571246L,4F2A,1
711571246R,4F2A,1
711571248L,4F2A,4
711571248R,4F2A,2
711571251L,4F2A,2
711571251R,4F2A,4
711571252R,4F2A,4
711571253L,4F2A,3
711571253R,4F2A,2
711571254L,4F2A,4
711571255L,4F2A,4
711571255R,4F2A,1
711571259L,4F2A,5
711571259R,4F2A,5
711571260L,4F2A,3
711571261L,4F2A,6
711571261R,4F2A,6
711571262L,4F2A,5
711571262R,4F2A,5
711571529L,4F2A,1
711571531R,4F2A,2
711571532L,4F2A,2
711571532R,4F2A,2
711571533L,4F2A,1
711571533R,4F2A,1
711571540L,4F2A,2
711571540R,4F2A,2
711571542L,4F2A,1
711571543L,4F2A,1
711571543R,4F2A,1
711571545L,4F2A,1
711571545R,4F2A,1
711571546L,4F2A,1
711571546R,4F2A,1
711571548L,4F2A,1
711571549L,4F2A,1
711571549R,4F2A,1
711571551R,4F2A,2
711571554R,4F2A,4
711571556L,4F2A,2
711571557L,4F2A,2
711571559L,4F2A,1
711571559R,4F2A,1
711571561L,4F2A,3
711571561R,4F2A,1
711571563L,4F2A,3
711571563R,4F2A,4
711571564L,4F2A,1
711571566R,4F2A,1
711571568L,4F2A,2
711571568R,4F2A,2
711571569L,4F2A,1
711571569R,4F2A,2
711571571L,4F2A,3
711571571R,4F2A,1
711571573L,4F2A,1
711571574L,4F2A,5
711571586L,4F2A,1
711571586R,4F2A,1
711571588L,4F2A,1
711571588R,4F2A,2
711571589L,4F2A,2
711571589R,4F2A,2
711571590L,4F2A,1
711571590R,4F2A,1
711571591L,4F2A,1
711571591R,4F2A,2
711571593R,4F2A,4
711571594L,4F2A,2
711571596R,4F2A,4
711571597L,4F2A,1
711571597R,4F2A,2
711571599R,4F2A,5
711571601L,4F1A,1
711571601R,4F1A,6
716315389L,4F3A,2
716315389R,4F3A,5
716315390L,4F3A,3
716315391L,4F3A,2
716315391R,4F3A,2
744212400L,3F3B,3
744212400R,3F1A,1
744212401L,3F3B,1
744212401R,3F1A,3
744212402R,2F2A,2
744212404L,2F2A,14
744212404R,2F2A,11
755222756L,2F1B,2
755222758L,2F1B,1
755222760L,2F1B,6
755222760R,2F1B,5
755222761L,2F1B,1
755222761R,2F1B,1
755222762L,2F1B,1
755222762R,2F1B,1
755222763L,2F1B,1
755222763R,2F1B,2
755222764L,2F1B,1
755222764R,2F1B,1
755222765L,2203,1
755222765R,2F1B,1
755222766L,2F1B,1
755222766R,2F1B,1
755277059L,4F2B,8
755277059R,4F2B,7
755277060L,4F2B,4
755277060R,4F2B,1
756035178L,4F2B,11
756035178R,4F2B,8
756035179L,4F2B,5
756035179R,4F2B,2
759498707R,1F3B,1
759498708R,1F3B,1
759498709R,1F1B,1
759498711L,1F3B,2
759498712R,1F3B,2
759498713R,1F3B,3
759969374L,3F3B,2
760116006L,2F3B,7
760116006R,2F3A,6
760116007L,2F3B,4
760116007R,2F3A,6
760116009L,2F3A,1
760120220R,3F3B,1
760120221R,3F3B,2
760120224R,3F3B,1
760305824L,3F3B,3
760308185L,4F3B,23
762154603L,2F3B,2
762154605L,1F3A,1
762154606L,2F3B,4
762154607L,2F3B,1
762162475L,1F3A,1
762169210R,1F3A,5
762169991R,2F1A,2
762169994R,2F1A,1
762386051L,1F3B,2
762386054L,2F1A,1
762386054R,2F1A,3
762467793R,4F3B,1
762636495R,5F3A,4
762636496R,5F3A,2
762636499L,2F2A,1
776736238L,5F2A,1
776736238R,5F2A,1
779342878L,3F1A,7
779342878R,3F1A,1
779342879L,3F1A,6
779566013R,3F1A,1
782473199L,4F2B,11
782473199R,4F2B,10
782473200L,4F2B,2
782473201L,4F2B,1
782473201R,4F2B,1
782473474L,4F2B,2
782473475R,4F1B,4
782473476L,4F1B,3
782473476R,4F1B,6
782473477L,4F1B,1
782473479L,4F1B,2
782473480L,4F1B,6
782473480R,4F1B,8
782473481R,4F1B,5
782473482L,4F1B,4
782474765L,4F3B,2
782474766L,4F3B,2
782620588L,2F1A,3
782620588R,2F1A,2
782645611L,4F3B,1
782645612L,4F3B,6
782645612R,4F3B,4
782645613L,4F3B,6
782645613R,4F3B,3
782645614R,4F3B,4
799882104L,1F3A,4
799882104R,1F3A,1
802495412L,4F2A,16
802495412R,4F2A,7
802495413L,4F2A,1
802495413R,4F2A,2
802495414L,4F2A,8
802495414R,4F2A,9
802495415L,4F2A,10
802495415R,4F2A,13
802495416L,4F2A,2
802495416R,4F2A,1
802495417L,4F2A,1
802495417R,4F2A,3
802495418L,4F2A,1
802495418R,4F2A,2
802495419L,4F2A,1
802495419R,4F2A,2
802495420L,4F2A,2
802495420R,4F2A,2
802495421L,4F2A,1
802495421R,4F2A,1
802495422R,4F2A,4
802495423L,4F2A,4
802495423R,4F2A,4
802495424L,4F2A,4
802495424R,4F2A,5
802495425L,4F2A,5
802495425R,4F2A,1
802495426L,4F2A,5
802495426R,4F2A,5
802495428L,4F2A,2
802495428R,4F2A,1
802495429R,4F2A,3
802495430L,4F2A,1
802495430R,4F2A,1
802495431L,4F2A,2
802495431R,4F2A,3
802495432L,4F2A,1
802495432R,4F2A,2
802495434L,4F2A,2
